stim_id,text,style,hummingbird annotations,captum scores,surprisal,Dwell Time z_score,Dwell Time pred,Dwell Time raw,Reread Time z_score,Reread Time raw,Go Past Time z_score,Go Past Time raw,First Run Dwell z_score,First Run Dwell raw,First Run Dwell pred,First Fixation Duration z_score,First Fixation Duration raw,Pupil Size z_score,Pupil Size raw,Pupil Size pred
61,Happy to share my new video preview with some of my local fav's!#compose #excitement @CBCMusic @Musicyyc  @CJSW @BreakOutWest @HifiClub,Polite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
62,Hi - how's it going?  Do you need more time?,Polite,[],['Hi -'],"[""how's it""]",['Do you need'],[],['more time?'],[],[],[],[],['Hi -'],['Hi -'],[],[],['Hi -'],['Hi -'],[],[]
63,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml,Polite,"['flattered and', 'happy to', 'Thank you!', 'sml']","['flattered and', 'happy to', 'my blog!', 'motivates me', 'for my blog.']","['flattered and', 'hear those', 'complements for', 'motivates me', 'sml']","['I am really', 'motivates me', 'to write more', 'for my blog.', 'sml']","['flattered and', 'happy to', 'to write more', 'sml']","['I am really', 'flattered and', 'happy to', 'to write more', 'sml']","['complements for', 'my blog!']","['flattered and', 'happy to', 'complements for', 'sml']","['I am really', 'You guys', 'motivates me', 'to write more', 'sml']","['flattered and', 'happy to', 'my blog!', 'sml']","['I am really', 'flattered and', 'You guys', 'motivates me', 'to write more']","['I am really', 'flattered and', 'You guys', 'motivates me', 'to write more']","['I am really', 'flattered and', 'You guys', 'motivates me', 'to write more']","['to write more', 'for my blog.']","['I am really', 'my blog!', 'motivates me', 'to write more', 'for my blog.']","['I am really', 'flattered and', 'happy to', 'Thank you!', 'sml']","['I am really', 'You guys', 'for my blog.', 'Thank you!', 'sml']","['happy to', 'my blog!', 'Thank you!', 'sml']"
64,"Hey, I found <url> and at around 1:10, I think I can see the Backstreet Boys holding platinum discs (or double platinum, I'm not sure) for Backstreet's Back and Millennium. Can you please verify and is it possible to use this as a source for adding South African certifications?",Polite,"['Hey, I', 'please']","['Hey, I', '<url>', '1:10,', 'can see the', 'holding', 'platinum', 'discs', 'platinum,', ""I'm not sure)"", ""for Backstreet's"", 'and Millennium.', 'please', 'South']","['found', '<url>', 'and at around', '1:10,', 'Backstreet', 'holding', 'platinum', '(or double', ""for Backstreet's"", 'and Millennium.', 'adding', 'South', 'certifications?']","['found', '<url>', 'and at around', '1:10,', 'I think I', 'can see the', 'Backstreet', 'holding', 'verify and', 'is it possible', 'to use this as', 'a source for', 'South']","['Hey, I', 'and at around', '1:10,', 'I think I', 'can see the', 'Boys', 'platinum', 'Can you', 'verify and', 'is it possible', 'South', 'African', 'certifications?']","['and at around', '1:10,', 'I think I', 'can see the', 'Boys', 'holding', 'platinum', 'Can you', 'verify and', 'is it possible', 'South', 'African', 'certifications?']",[],"['Boys', 'holding', ""for Backstreet's"", 'a source for', 'certifications?']",[],"['holding', 'Can you', 'is it possible', 'a source for', 'African', 'certifications?']","['Can you', 'verify and', 'is it possible', 'to use this as', 'adding', 'African']","['Hey, I', 'found', '1:10,', 'I think I', 'Backstreet', '(or double', 'platinum,', 'Can you', 'please', 'is it possible', 'to use this as', 'adding', 'African']","['<url>', 'Can you', 'is it possible', 'to use this as', 'adding', 'African']",[],"[""I'm not sure)"", 'Can you', 'verify and', 'to use this as', 'adding', 'African']","['Hey, I', 'found', 'holding', 'platinum,', 'and Millennium.', 'Can you', 'please', 'verify and', 'is it possible', 'to use this as', 'adding', 'African', 'certifications?']","['Hey, I', 'found', 'and at around', '1:10,', 'I think I', 'Boys', 'discs', '(or double', 'platinum,', 'Can you', 'please', 'verify and', 'certifications?']","['Hey, I', 'found', 'holding', 'platinum,', ""for Backstreet's"", 'and Millennium.', 'Can you', 'please', 'verify and', 'is it possible', 'to use this as', 'African', 'certifications?']"
65,Thank you for your kind comment.   Do you have a suggestion where the portals should be placed in the article?,Polite,"['Thank you', 'suggestion where']","['for your kind', 'comment.', 'suggestion where']","['comment.', 'the portals', 'should be placed']","['Thank you', 'the portals', 'in the article?']","['for your kind', '¬† Do you have a']","['for your kind', 'comment.', '¬† Do you have a']",[],"['Thank you', 'for your kind', 'the portals']",[],"['Thank you', 'for your kind', 'the portals']","['¬† Do you have a', 'the portals']","['¬† Do you have a', 'the portals']","['¬† Do you have a', 'the portals']",[],"['Thank you', '¬† Do you have a', 'should be placed']","['for your kind', 'should be placed', 'in the article?']","['for your kind', 'should be placed', 'in the article?']","['Thank you', 'should be placed', 'in the article?']"
66,"@Colin Fine: I think it's a good example, especially for the use case described. Could you please add your comment as an answer?",Polite,"['a good', 'example,', 'Could you', 'please']","['@Colin', 'Fine:', ""I think it's"", 'described.', 'please', 'comment as']","['Fine:', 'example,', 'use', 'described.', 'add your', 'an answer?']","['Fine:', 'described.', 'please', 'add your', 'comment as', 'an answer?']","['Fine:', 'example,', 'use', 'please', 'an answer?']","['Fine:', 'example,', 'use', 'Could you', 'please', 'an answer?']",[],[],[],['especially for the'],['especially for the'],['an answer?'],[],[],['an answer?'],"[""I think it's"", 'a good', 'example,', 'case', 'described.', 'comment as']","['@Colin', ""I think it's""]","['@Colin', ""I think it's"", 'a good', 'case', 'described.', 'comment as']"
67,@mtailor 20% Better Than a Tailor? Least a tailor would know #navy vs. #blue. $500 and 4 weeks for an #innacurate suit?,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
68,-1: For not specifying what is to be done later with the data. If you claim the question is open-ended (interview and all) then why accept an answer?,Impolite,"['you claim', 'the question', 'is open-ended', 'all) then', 'an answer?']","['-1: For', 'not specifying what', 'you claim', 'the question', 'why accept']","['not specifying what', 'later with', 'you claim', '(interview and', 'why accept']","['later with', 'is open-ended', 'all) then', 'why accept', 'an answer?']","['not specifying what', 'is to be done', 'later with', 'you claim']","['-1: For', 'not specifying what', 'is to be done', 'later with', 'you claim']","['not specifying what', '(interview and']","['not specifying what', 'is to be done', 'later with', 'an answer?']","['the data. If', 'you claim']","['not specifying what', 'is to be done', 'later with', 'an answer?']","['not specifying what', 'later with', 'you claim', 'is open-ended']","['not specifying what', 'is to be done', 'later with', 'is open-ended']","['-1: For', 'not specifying what', 'is to be done', 'later with', '(interview and']","['later with', 'the data. If', 'all) then']","['later with', 'the question', '(interview and', 'all) then']","['the data. If', 'is open-ended', '(interview and', 'all) then', 'an answer?']","['later with', 'the data. If', 'you claim', 'all) then', 'an answer?']","['-1: For', 'the data. If', '(interview and', 'all) then', 'an answer?']"
69,@Ginoceno Great prediction bro! Nice optimism #FAKEFAN,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
70,<person> I find this conversation remarkable given that you have twice opted to edit war over referencing format to the detriment of an article's quality in the last 24 hours on <url>. What gives?,Impolite,"['I find this', 'conversation', 'opted to', 'referencing', 'the detriment of', 'quality in', 'What gives?']","['I find this', 'conversation', 'remarkable', 'you have twice', 'referencing', 'quality in', 'the last', '24 hours on']","['conversation', 'remarkable', 'edit', 'war over', 'referencing', 'format to', '<url>.', 'What gives?']","['@TestUser,', 'I find this', ""an article's"", 'quality in', 'the last', '24 hours on', '<url>.', 'What gives?']","['conversation', 'remarkable', 'edit', 'the detriment of', ""an article's"", '<url>.', 'What gives?']","['I find this', 'conversation', 'remarkable', 'edit', 'the detriment of', ""an article's"", '<url>.', 'What gives?']","['I find this', 'conversation', 'remarkable', 'the detriment of', '<url>.']","['@TestUser,', 'I find this', 'conversation', 'remarkable', 'edit', ""an article's"", 'quality in', 'the last']","['opted to', 'edit', 'referencing', 'quality in', 'What gives?']","['@TestUser,', 'I find this', 'conversation', 'remarkable', 'war over', 'the detriment of', ""an article's"", '<url>.']","['@TestUser,', 'remarkable', 'you have twice', 'referencing', 'the detriment of', ""an article's"", '24 hours on', '<url>.']","['@TestUser,', 'remarkable', 'you have twice', 'war over', 'referencing', 'the detriment of', '24 hours on', '<url>.']","['you have twice', 'war over', 'referencing', 'the detriment of', ""an article's"", '24 hours on', '<url>.']","['I find this', 'edit', 'war over', 'the detriment of', '<url>.', 'What gives?']","['opted to', 'edit', 'war over', 'referencing', 'format to', 'the detriment of', ""an article's"", '<url>.']","['@TestUser,', 'I find this', 'conversation', 'remarkable', 'format to', 'quality in', '24 hours on', '<url>.']","['I find this', 'conversation', 'remarkable', 'opted to', 'edit', 'war over', 'the last', 'What gives?']","['I find this', 'remarkable', 'opted to', 'format to', 'quality in', '24 hours on', '<url>.']"
71,"Am I indeed ""dishonest"" by responding to you?  Is <url>  correct?",Impolite,[],['Am I indeed'],['Is <url>¬†'],['Am I indeed'],[],['Is <url>¬†'],"['""""""dishonest"""" by""']",['correct?'],['Is <url>¬†'],['correct?'],['Is <url>¬†'],['Is <url>¬†'],[],['Am I indeed'],['Is <url>¬†'],['Is <url>¬†'],['responding to you?¬†'],['Am I indeed']
72,@Delta.  Are you kidding?  Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime.,Impolite,['Are you kidding?¬†'],"['@Delta.¬†', 'Delayed from', '7:30pm to 11:00', 'because the']","['Delayed from', '7:30pm to 11:00', '11:00 -', 'overtime.']","['Are you kidding?¬†', 'Delayed from', '7:30pm to 11:00', 'cancel it']","['cancel it', 'pilot is', 'overtime.']","['only to', 'cancel it', 'pilot is', 'overtime.']",[],"['Are you kidding?¬†', 'cancel it']",[],"['@Delta.¬†', 'Are you kidding?¬†', '11:00 -', 'cancel it']","['Are you kidding?¬†', 'Delayed from', 'overtime.']","['Are you kidding?¬†', 'cancel it', 'overtime.']","['Are you kidding?¬†', 'overtime.']",[],"['Are you kidding?¬†', '11:00 -', 'cancel it', 'pilot is']","['7:30pm to 11:00', '11:00 -', 'because the', 'pilot is']","['Are you kidding?¬†', 'Delayed from', 'overtime.']","['@Delta.¬†', '11:00 -', 'only to', 'pilot is']"
73,"How about this for a novel solution?  The next time a banned editor posts something to your page, why not delete it yourself with an edit summary of ""Sorry, I'm topic-banned from discussing this""?",Impolite,"['How about this', 'for a novel', 'solution?¬†', 'why not delete it', 'yourself with']","['How about this', 'The next', 'editor', 'something to', 'summary of', '""""""Sorry, I\'m""']","['for a novel', 'solution?¬†', 'The next', 'banned', 'editor', 'posts', 'your page,', 'yourself with', 'an edit', 'summary of', '""""""Sorry, I\'m""', 'topic-banned', '""from discussing this""""?""']","['for a novel', 'solution?¬†', 'your page,']","['something to', 'topic-banned']","['time a', 'something to', 'topic-banned']",[],"['editor', 'posts', '""""""Sorry, I\'m""']",[],"['editor', '""""""Sorry, I\'m""', 'topic-banned']","['time a', 'your page,', 'topic-banned']","['time a', 'your page,', 'topic-banned']","['your page,', 'topic-banned']",['The next'],"['time a', 'banned', 'your page,']","['How about this', 'time a', '""""""Sorry, I\'m""']","['solution?¬†', 'banned', '""""""Sorry, I\'m""']","['time a', '""""""Sorry, I\'m""']"
74,"Apparently, you correctly answered your own question: The watch window gets the value of a variable by calling its `ToString` method. So, what's your *actual* question?",Impolite,"['Apparently,', 'you correctly', 'answered your', ""So, what's"", 'your *actual*']","['you correctly', 'answered your', 'own', 'watch', 'the value of', 'a variable', ""So, what's""]","['you correctly', 'watch', 'window gets', '`ToString`', ""So, what's"", 'your *actual*', 'question?']","['Apparently,', 'answered your', 'own', 'question: The', 'watch', 'method.', 'question?']","['answered your', 'own', 'question: The', 'watch', 'window gets', 'method.']","['answered your', 'own', 'question: The', 'watch', 'window gets', 'by calling its', 'method.']","['you correctly', 'by calling its', 'question?']","['Apparently,', 'you correctly', 'answered your', 'watch', 'window gets', 'a variable', ""So, what's""]","['answered your', 'the value of', 'your *actual*']","['Apparently,', 'you correctly', 'answered your', 'watch', 'window gets', 'a variable', ""So, what's""]","['answered your', 'question: The', 'the value of', 'a variable', 'method.']","['answered your', 'question: The', 'the value of', 'a variable', 'method.']","['answered your', 'question: The', 'the value of', 'a variable', 'method.']","['Apparently,', 'answered your', 'own', 'watch', 'window gets', 'your *actual*', 'question?']","['answered your', 'window gets', 'by calling its', 'method.', 'question?']","['Apparently,', 'the value of', 'a variable', 'by calling its', 'method.', ""So, what's"", 'your *actual*']","['Apparently,', 'watch', 'the value of', 'by calling its', 'method.', 'your *actual*', 'question?']","['the value of', 'a variable', 'by calling its', 'method.', ""So, what's"", 'your *actual*']"
75,I based my sentence on the citation. Are you saying the citation is wrong?,Impolite,"['citation', 'is wrong?']","['my sentence', 'Are you saying the']","['I based', 'my sentence']","['my sentence', 'on the citation.']",['my sentence'],"['my sentence', 'on the citation.']",[],['is wrong?'],[],['is wrong?'],"['I based', 'citation']","['I based', 'citation']","['I based', 'citation']","['I based', 'is wrong?']","['I based', 'Are you saying the']","['citation', 'is wrong?']","['citation', 'is wrong?']",['is wrong?']
77,"Doing a redundant `atoi` after you just did `strtol` is probably the most twisted insult to the proper use of string-to-int conversion functions in C one can come up with. Why do you see the need to ""re-convert"" the value using the broken function `atoi` when you already have it as `val` from a proper function `strtol`? ",Impolite,"['redundant', 'you just did', 'the most', 'twisted', 'insult to', 'Why do you', 'see the', 'need to', 'you already have', 'it as `val` from a', 'proper']","['redundant', '`atoi` after', 'you just did', 'the most', 'twisted', 'the proper', 'C', 'Why do you', 'see the', 'the value', 'using', 'the broken', '`atoi` when', 'proper']","['redundant', '`atoi` after', '`strtol`', 'twisted', 'insult to', 'the proper', 'string-to-int', 'one can', 'see the', '""""""re-convert""""""', 'using', 'the broken', 'it as `val` from a', 'proper']","['Doing a', 'is probably', 'twisted', 'use of', 'see the', 'need to', '""""""re-convert""""""', 'the value', 'using', 'function', '`atoi` when', 'you already have', 'it as `val` from a', 'proper']","['Doing a', 'redundant', 'you just did', 'is probably', 'the most', 'see the', 'need to', '""""""re-convert""""""', 'the value', 'the broken', '`atoi` when', 'you already have', 'it as `val` from a', 'proper']","['Doing a', 'redundant', 'you just did', 'is probably', 'the most', 'see the', 'need to', '""""""re-convert""""""', 'the value', 'the broken', '`atoi` when', 'you already have', 'it as `val` from a', 'proper']","['redundant', 'insult to', 'the proper', 'using']","['Doing a', '`atoi` after', 'you just did', 'the most', 'C', 'see the', 'need to', 'using', 'the broken', 'function', '`atoi` when', 'it as `val` from a', 'proper', 'function']","['is probably', 'the most', 'one can', 'come up with.']","['`atoi` after', 'you just did', 'is probably', 'the most', 'C', 'one can', 'need to', '""""""re-convert""""""', 'using', 'the broken', '`atoi` when', 'it as `val` from a', 'proper', 'function']","['Doing a', 'redundant', 'is probably', 'the most', 'twisted', 'C', 'one can', 'come up with.', 'Why do you', '""""""re-convert""""""', 'the value', '`atoi` when', 'it as `val` from a', 'proper']","['redundant', 'is probably', 'the most', 'twisted', 'insult to', 'use of', 'C', 'one can', 'come up with.', '""""""re-convert""""""', 'the value', '`atoi` when', 'it as `val` from a', 'proper']","['Doing a', 'redundant', 'is probably', 'the most', 'twisted', 'C', 'one can', 'come up with.', 'Why do you', 'see the', '""""""re-convert""""""', 'the value', '`atoi` when', 'it as `val` from a']","['Doing a', 'redundant', 'twisted', 'Why do you', '""""""re-convert""""""', 'it as `val` from a']","['Doing a', 'redundant', '`atoi` after', '`strtol`', 'is probably', 'twisted', 'insult to', 'the proper', 'Why do you', '""""""re-convert""""""', 'the value', '`atoi` when', 'it as `val` from a']","['Doing a', 'redundant', 'you just did', 'the most', 'C', 'see the', 'need to', '""""""re-convert""""""', 'the value', 'function', 'you already have', 'it as `val` from a', 'proper', 'function']","['redundant', '`atoi` after', 'the most', 'use of', 'string-to-int', 'C', 'see the', 'need to', '""""""re-convert""""""', 'using', 'function', 'it as `val` from a', 'proper', 'function']","['Doing a', 'redundant', '`strtol`', 'is probably', 'the most', 'insult to', 'C', 'see the', 'need to', '""""""re-convert""""""', 'function', 'it as `val` from a', 'proper', 'function']"
78,What is the actual question? And have you considered using punctuation?,Impolite,['punctuation?'],['What is the actual'],['punctuation?'],['question? And'],[],['using'],['punctuation?'],['punctuation?'],['using'],['punctuation?'],['using'],['using'],[],['question? And'],['punctuation?'],['have you considered'],['using'],[]
79,@AaronGoodwin your just a big kid at heart arnt you sweetie pie,Impolite,NA,NA,"['@AaronGoodwin your', 'arnt', 'pie']","['just a big', 'heart', 'you sweetie']","['heart', 'pie']","['heart', 'arnt', 'pie']","['just a big', 'kid at', 'arnt']","['@AaronGoodwin your', 'kid at', 'heart']","['heart', 'you sweetie', 'pie']","['kid at', 'heart', 'arnt']","['heart', 'you sweetie', 'pie']","['just a big', 'heart', 'pie']","['heart', 'pie']","['heart', 'you sweetie', 'pie']","['heart', 'you sweetie', 'pie']","['just a big', 'you sweetie', 'pie']","['just a big', 'kid at', 'pie']","['you sweetie', 'pie']"
80,ughh they need to hurry up im hungry and I got a headache!,Impolite,NA,NA,"['ughh they', 'im hungry']","['and I got', 'a headache!']",['and I got'],"['ughh they', 'and I got']",[],"['ughh they', 'a headache!']",[],"['ughh they', 'a headache!']","['ughh they', 'im hungry']","['ughh they', 'im hungry']","['ughh they', 'im hungry']",['need to'],"['need to', 'im hungry']","['need to', 'a headache!']","['im hungry', 'a headache!']",['a headache!']
81,"@kevskiezzz But dw, only 2 days of you bullying me than you're going chiefly. BYE KEVIN! gonna miss you at some point.",Impolite,NA,NA,"['But dw,', 'chiefly.', 'BYE', 'KEVIN!', 'gonna']","['@kevskiezzz', 'only 2', 'days of you', 'bullying me than', ""you're going""]","['@kevskiezzz', 'bullying me than', 'BYE', 'gonna', 'point.']","['@kevskiezzz', 'bullying me than', 'BYE', 'gonna', 'point.']",[],"['But dw,', 'days of you', 'BYE']",[],"['@kevskiezzz', 'But dw,', 'only 2', 'BYE', 'gonna']","['bullying me than', 'chiefly.', 'BYE']","['@kevskiezzz', 'only 2', 'bullying me than', 'chiefly.', 'BYE']","['@kevskiezzz', 'only 2', 'bullying me than', 'chiefly.', 'BYE']",[],"['chiefly.', 'BYE', 'KEVIN!']","['But dw,', 'chiefly.', 'BYE', 'gonna', 'miss you']","['But dw,', 'bullying me than', 'BYE', 'miss you', 'point.']","['@kevskiezzz', 'KEVIN!', 'gonna', 'miss you', 'at some']"
82,Dear #neighbors. Please shut up! We are trying to #study here. Thank you. #loud,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
83,@swatatat pls don mind me using ur tweets repeatedly..me bored like hell with travel from last 7hrs..!!,Impolite,NA,NA,"['pls don', 'repeatedly..me', 'bored', 'travel from', '7hrs..!!']","['pls don', 'tweets', 'bored', 'last', '7hrs..!!']","['mind me', 'using ur', 'repeatedly..me', 'like']","['pls don', 'mind me', 'using ur', 'repeatedly..me', 'like']","['@swatatat', 'pls don', 'using ur', 'bored', '7hrs..!!']","['pls don', 'mind me', 'using ur', '7hrs..!!']","['mind me', 'tweets', 'like', 'last']","['pls don', 'mind me', 'using ur', 'tweets', '7hrs..!!']","['mind me', 'repeatedly..me', 'hell with', 'travel from', 'last']","['mind me', 'tweets', 'repeatedly..me', 'hell with', 'travel from']","['mind me', 'repeatedly..me', 'hell with', 'travel from']","['mind me', 'tweets', 'repeatedly..me', 'like']","['mind me', 'using ur', 'tweets', 'repeatedly..me', 'hell with']","['@swatatat', 'pls don', 'mind me', 'tweets', 'last']","['@swatatat', 'using ur', 'tweets', 'repeatedly..me', '7hrs..!!']","['@swatatat', 'pls don', 'using ur', 'tweets', 'repeatedly..me']"
84,"@SteveBakerHW When it comes to CREDIBLE scare stories George Osbourne is crap, still at it I see.",Impolite,"['is crap,']","['When it comes', 'scare', 'George', 'still at']","['When it comes', 'scare', 'George', 'Osbourne']","['George', 'is crap,', 'still at', 'it I see.']","['@SteveBakerHW', 'scare', 'Osbourne', 'is crap,']","['@SteveBakerHW', 'scare', 'Osbourne', 'is crap,']","['stories', 'it I see.']","['@SteveBakerHW', 'to CREDIBLE', 'George', 'still at']","['When it comes', 'to CREDIBLE']","['to CREDIBLE', 'George', 'is crap,', 'still at']","['to CREDIBLE', 'stories', 'George', 'Osbourne']","['to CREDIBLE', 'stories', 'George', 'Osbourne']","['to CREDIBLE', 'stories', 'Osbourne']","['to CREDIBLE', 'scare', 'stories', 'still at']","['to CREDIBLE', 'scare', 'stories', 'Osbourne']","['@SteveBakerHW', 'Osbourne', 'still at', 'it I see.']","['@SteveBakerHW', 'stories', 'George', 'it I see.']","['@SteveBakerHW', 'Osbourne', 'still at', 'it I see.']"
85,So... you want to implement an exclusive decision tree without using if/elif? Why???,Impolite,"['without', 'if/elif?', 'Why???']","['to implement', 'an exclusive', 'tree']","['decision', 'if/elif?', 'Why???']","['to implement', 'an exclusive', 'decision']","['decision', 'if/elif?']","['to implement', 'decision', 'if/elif?']",[],['to implement'],[],['to implement'],['without'],['So... you want'],[],['an exclusive'],['decision'],"['tree', 'using', 'Why???']","['tree', 'using', 'if/elif?']","['So... you want', 'tree', 'using']"
86,@Uber very disappointing that support has not responded to my email!! #bad #uber #service,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
87,@freemanstanzan2 you're a cowan... that means you're a slimebag. I wouldn't trust you as far as I could throw you. #arsehole @StuartHarker1,Impolite,"['slimebag.', '@StuartHarker1']","[""I wouldn't trust"", 'you as far', 'throw you.']","[""you're a cowan..."", 'slimebag.', '@StuartHarker1']","[""you're a cowan..."", 'throw you.', '@StuartHarker1']","['as I could', 'throw you.']","['@freemanstanzan2', 'as I could', 'throw you.']",[],['slimebag.'],[],"[""you're a cowan..."", 'you as far', 'throw you.']","[""you're a cowan..."", 'you as far', 'throw you.']","[""you're a cowan..."", 'you as far', 'throw you.']",[],[],"['@freemanstanzan2', 'you as far', 'throw you.']","[""you're a cowan..."", 'slimebag.', 'you as far']","['slimebag.', ""I wouldn't trust""]",['slimebag.']
88,"No, I have not read it, as it is of no interest to me or this encyclopedia. Are you claiming that the references make the blog post a reliable source, or why are we still discussing this?",Impolite,"['as it is of no interest to', 'me or this', 'why are we still', 'discussing this?']","['me or this', 'Are you claiming', 'that the references', 'post a', 'reliable']","['encyclopedia.', 'make the', 'blog', 'reliable', 'why are we still']","['as it is of no interest to', 'post a', 'source, or', 'why are we still', 'discussing this?']","['make the', 'blog', 'source, or']","['as it is of no interest to', 'encyclopedia.', 'make the', 'blog', 'source, or']",[],[],[],['as it is of no interest to'],['as it is of no interest to'],['as it is of no interest to'],[],[],['make the'],"['me or this', 'encyclopedia.', 'blog', 'reliable', 'discussing this?']",['encyclopedia.'],[]
89,User 86.138.232.97 does have a history of malicous edits. Are you then confirming that these malicious edits done by user 86.138.232.97 were done by yourself?,Impolite,"['have a history', 'of malicous', 'edits.']","['User', 'have a history', 'edits.', 'Are you then confirming that', 'done by']","['86.138.232.97 does', 'edits.', 'Are you then confirming that', 'these malicious', 'done by']","['User', 'edits.', 'edits', 'user', 'done by yourself?']","['of malicous', 'edits', '86.138.232.97 were']","['User', 'of malicous', 'edits', 'user', '86.138.232.97 were']",[],[],[],[],[],[],[],[],[],"['edits.', 'Are you then confirming that', 'these malicious', 'done by', 'done by yourself?']","['of malicous', 'Are you then confirming that']",[]
