stim_id,text,style,hummingbird annotations,captum scores,surprisal,Dwell Time z_score,Dwell Time pred,Dwell Time raw,Reread Time z_score,Reread Time raw,Go Past Time z_score,Go Past Time raw,First Run Dwell z_score,First Run Dwell raw,First Run Dwell pred,First Fixation Duration z_score,First Fixation Duration raw,Pupil Size z_score,Pupil Size raw,Pupil Size pred
59,"Thank you for removing the ""Speedy Deletion"" from my post. I realise that I still need to do more work on the post itself, but are the sources that I am using acceptable?",Polite,"['Thank you', 'post. I', 'realise that I', 'are the sources', 'acceptable?']","['for removing', '""Deletion"""" from my""', 'post. I', 'need to do', 'itself, but', 'that I am using', 'acceptable?']","['for removing', '""the """"Speedy""', '""Deletion"""" from my""', 'realise that I', 'still', 'are the sources', 'acceptable?']","['Thank you', '""the """"Speedy""', '""Deletion"""" from my""', 'post. I', 'still', 'need to do', 'itself, but']","['for removing', '""the """"Speedy""', '""Deletion"""" from my""', 'realise that I', 'are the sources', 'that I am using']","['for removing', '""the """"Speedy""', 'realise that I', 'still', 'itself, but', 'are the sources', 'that I am using']",[],"['that I am using', 'acceptable?']",[],"['that I am using', 'acceptable?']","['""Deletion"""" from my""', 'need to do', 'work on', 'the post', 'itself, but', 'are the sources', 'that I am using']","['are the sources', 'that I am using']","['for removing', '""the """"Speedy""', '""Deletion"""" from my""', 'realise that I', 'are the sources', 'that I am using']",[],"['""the """"Speedy""', 'are the sources']","['Thank you', 'for removing', 'post. I']","['realise that I', 'are the sources', 'acceptable?']","['post. I', 'still', 'need to do', 'more', 'work on', 'the post']"
60,"Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?",Polite,"['is a nice', ""I'd love to"", 'it possible for']","['Yes, this', 'illustration.', ""I'd love to""]","['illustration.', 'have a look of the', 'code; is']","['Yes, this', ""I'd love to"", 'code; is']","['have a look of the', 'it possible for']","['have a look of the', 'it possible for', 'you to mail']",[],"['it possible for', 'it to me?']",[],"['you to mail', 'it to me?']","['have a look of the', 'you to mail']","['have a look of the', 'it to me?']","['have a look of the', 'it possible for']",[],"['code; is', 'it to me?']","['Yes, this', 'is a nice', 'it possible for']","['is a nice', 'illustration.', 'it possible for']","['is a nice', 'code; is']"
61,Happy to share my new video preview with some of my local fav's!#compose #excitement @CBCMusic @Musicyyc  @CJSW @BreakOutWest @HifiClub,Polite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
62,Hi - how's it going?  Do you need more time?,Polite,[],['Hi -'],"[""how's it""]",['going?¬†'],[],['Do you need'],[],[],[],[],['Hi -'],[],[],[],[],[],[],[]
63,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml,Polite,"['flattered and', 'happy to', 'Thank you!', 'sml']","['flattered and', 'happy to', 'my blog!', 'motivates me', 'for my blog.']","['flattered and', 'hear those', 'complements for', 'motivates me', 'sml']","['I am really', 'flattered and', 'hear those', 'complements for', 'my blog!']","['flattered and', 'complements for', 'motivates me', 'for my blog.']","['I am really', 'flattered and', 'complements for', 'to write more', 'sml']","['flattered and', 'my blog!']","['flattered and', 'You guys', 'to write more', 'sml']","['hear those', 'to write more']","['flattered and', 'You guys', 'to write more', 'sml']","['I am really', 'complements for', 'to write more', 'for my blog.', 'Thank you!']","['complements for', 'to write more', 'for my blog.', 'Thank you!']","['flattered and', 'complements for', 'motivates me', 'for my blog.']","['to write more', 'for my blog.']","['my blog!', 'to write more', 'for my blog.', 'sml']","['I am really', 'happy to', 'my blog!', 'Thank you!', 'sml']","['I am really', 'happy to', 'my blog!', 'You guys', 'sml']","['hear those', 'my blog!', 'You guys', 'sml']"
64,"Hey, I found <url> and at around 1:10, I think I can see the Backstreet Boys holding platinum discs (or double platinum, I'm not sure) for Backstreet's Back and Millennium. Can you please verify and is it possible to use this as a source for adding South African certifications?",Polite,"['Hey, I', 'please']","['Hey, I', '<url>', '1:10,', 'can see the', 'holding', 'platinum', 'discs', 'platinum,', ""I'm not sure)"", ""for Backstreet's"", 'and Millennium.', 'please', 'South']","['found', '<url>', 'and at around', '1:10,', 'Backstreet', 'holding', 'platinum', '(or double', ""for Backstreet's"", 'and Millennium.', 'adding', 'South', 'certifications?']","['Hey, I', 'found', '<url>', 'and at around', '1:10,', 'I think I', 'can see the', 'Boys', 'holding', 'verify and', 'is it possible', 'a source for', 'adding']","['and at around', 'can see the', 'Backstreet', '(or double', 'platinum,', ""I'm not sure)"", ""for Backstreet's"", 'and Millennium.', 'is it possible', 'to use this as', 'a source for', 'certifications?']","['found', 'and at around', '1:10,', 'platinum', ""I'm not sure)"", ""for Backstreet's"", 'and Millennium.', 'verify and', 'is it possible', 'to use this as', 'a source for', 'African', 'certifications?']",[],"['Boys', 'holding', 'platinum', 'a source for', 'African', 'certifications?']",[],"['Boys', 'holding', 'platinum', 'to use this as', 'African', 'certifications?']","['Hey, I', 'found', 'and at around', '1:10,', 'I think I', 'Backstreet', 'platinum', 'platinum,', ""I'm not sure)"", 'Can you', 'please', 'is it possible', 'to use this as']","['and at around', '(or double', 'Can you', 'is it possible', 'to use this as', 'certifications?']","['and at around', 'can see the', 'Backstreet', '(or double', 'platinum,', ""I'm not sure)"", ""for Backstreet's"", 'and Millennium.', 'is it possible', 'to use this as', 'a source for', 'certifications?']",[],"['platinum', 'Can you', 'verify and', 'adding', 'African', 'certifications?']","['Hey, I', 'found', '<url>', 'and at around', 'Boys', 'holding', 'platinum,', ""for Backstreet's"", 'please', 'verify and', 'adding', 'South', 'African']","['found', '<url>', 'I think I', 'Backstreet', 'holding', ""for Backstreet's"", 'Back', 'adding', 'South', 'certifications?']","['found', '<url>', '1:10,', 'Boys', 'holding', 'platinum', 'discs', '(or double', 'platinum,', 'Back', 'adding', 'South']"
65,Thank you for your kind comment.   Do you have a suggestion where the portals should be placed in the article?,Polite,"['Thank you', 'suggestion where']","['for your kind', 'comment.', 'suggestion where']","['comment.', 'the portals', 'should be placed']","['Thank you', 'comment.', '¬† Do you have a']","['suggestion where', 'in the article?']","['for your kind', '¬† Do you have a', 'should be placed']",[],"['the portals', 'in the article?']",[],"['the portals', 'in the article?']","['for your kind', '¬† Do you have a']","['¬† Do you have a', 'should be placed']","['suggestion where', 'in the article?']",[],"['for your kind', 'should be placed']","['Thank you', 'for your kind', 'the portals']","['Thank you', 'for your kind', 'the portals']","['comment.', 'the portals']"
66,"@Colin Fine: I think it's a good example, especially for the use case described. Could you please add your comment as an answer?",Polite,"['a good', 'example,', 'Could you', 'please']","['@Colin', 'Fine:', ""I think it's"", 'described.', 'please', 'comment as']","['Fine:', 'example,', 'use', 'described.', 'add your', 'an answer?']","['@Colin', 'Fine:', 'a good', 'especially for the', 'use', 'case']","['Fine:', ""I think it's"", 'especially for the', 'described.', 'an answer?']","['@Colin', ""I think it's"", 'especially for the', 'Could you', 'add your', 'an answer?']",[],['an answer?'],[],['an answer?'],['especially for the'],['especially for the'],"[""I think it's"", 'especially for the', 'described.', 'comment as', 'an answer?']",[],['an answer?'],"['@Colin', ""I think it's""]","['@Colin', 'example,']","['Fine:', 'a good', 'use', 'case', 'please']"
67,@mtailor 20% Better Than a Tailor? Least a tailor would know #navy vs. #blue. $500 and 4 weeks for an #innacurate suit?,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
68,-1: For not specifying what is to be done later with the data. If you claim the question is open-ended (interview and all) then why accept an answer?,Impolite,"['you claim', 'the question', 'is open-ended', 'all) then', 'an answer?']","['-1: For', 'not specifying what', 'you claim', 'the question', 'why accept']","['not specifying what', 'later with', 'you claim', '(interview and', 'why accept']","['-1: For', 'not specifying what', 'is to be done', 'the data. If', 'the question']","['not specifying what', 'the data. If', 'is open-ended', '(interview and']","['not specifying what', 'is to be done', 'the question', 'is open-ended', 'why accept']","['not specifying what', '(interview and']","['not specifying what', 'is to be done', 'why accept', 'an answer?']","['you claim', 'the question']","['not specifying what', 'is to be done', 'why accept', 'an answer?']","['not specifying what', 'is to be done', 'the data. If', 'you claim']","['not specifying what', 'is to be done', 'the data. If', 'is open-ended']","['not specifying what', 'the data. If', 'is open-ended', '(interview and']","['the data. If', 'the question', '(interview and']","['later with', 'the data. If', 'the question', '(interview and']","['-1: For', 'not specifying what', 'you claim', 'why accept', 'an answer?']","['not specifying what', 'the question', 'all) then', 'why accept', 'an answer?']","['later with', 'you claim', 'all) then', 'why accept']"
69,@Ginoceno Great prediction bro! Nice optimism #FAKEFAN,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
70,<person> I find this conversation remarkable given that you have twice opted to edit war over referencing format to the detriment of an article's quality in the last 24 hours on <url>. What gives?,Impolite,"['I find this', 'conversation', 'opted to', 'referencing', 'the detriment of', 'quality in', 'What gives?']","['I find this', 'conversation', 'remarkable', 'you have twice', 'referencing', 'quality in', 'the last', '24 hours on']","['conversation', 'remarkable', 'edit', 'war over', 'referencing', 'format to', '<url>.', 'What gives?']","['@TestUser,', 'I find this', 'remarkable', 'you have twice', 'edit', 'war over', 'referencing', '<url>.']","['I find this', 'conversation', 'you have twice', 'referencing', 'the detriment of', ""an article's"", 'What gives?']","['@TestUser,', 'I find this', 'remarkable', 'you have twice', 'war over', 'referencing', 'the detriment of', 'What gives?']","['I find this', 'conversation', 'remarkable', 'edit', 'war over', 'format to', ""an article's"", 'the last']","['I find this', 'opted to', 'war over', 'referencing', 'format to', 'the detriment of', '24 hours on', 'What gives?']","['given that', 'you have twice', '24 hours on', '<url>.', 'What gives?']","['I find this', 'you have twice', 'opted to', 'war over', 'referencing', 'the detriment of', '24 hours on', 'What gives?']","['@TestUser,', 'given that', 'you have twice', 'war over', 'referencing', 'the detriment of', '24 hours on', '<url>.']","['@TestUser,', 'given that', 'you have twice', 'war over', 'referencing', 'the detriment of', '24 hours on', '<url>.']","['I find this', 'conversation', 'you have twice', 'referencing', 'the detriment of', ""an article's"", 'What gives?']","['opted to', 'edit', 'war over', 'the detriment of', ""an article's"", '<url>.']","['I find this', 'opted to', 'edit', 'war over', 'referencing', 'format to', 'the detriment of', ""an article's""]","['@TestUser,', 'I find this', 'you have twice', 'opted to', 'edit', 'the detriment of', ""an article's"", 'What gives?']","['I find this', 'you have twice', 'opted to', 'edit', 'war over', 'the detriment of', 'the last', 'What gives?']","['I find this', 'opted to', 'edit', 'war over', 'format to', 'the last', '<url>.']"
71,"Am I indeed ""dishonest"" by responding to you?  Is <url>  correct?",Impolite,[],['Am I indeed'],['Is <url>¬†'],['Am I indeed'],[],['responding to you?¬†'],"['""""""dishonest"""" by""']",['correct?'],['Am I indeed'],['correct?'],['Is <url>¬†'],['Is <url>¬†'],[],['correct?'],['correct?'],['Am I indeed'],['Am I indeed'],[]
72,@Delta.  Are you kidding?  Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime.,Impolite,['Are you kidding?¬†'],"['@Delta.¬†', 'Delayed from', '7:30pm to 11:00', 'because the']","['Delayed from', '7:30pm to 11:00', '11:00 -', 'overtime.']","['@Delta.¬†', 'Are you kidding?¬†', 'because the', 'pilot is']","['Are you kidding?¬†', 'Delayed from', '7:30pm to 11:00']","['Are you kidding?¬†', 'Delayed from', '7:30pm to 11:00', 'overtime.']",[],"['Are you kidding?¬†', 'cancel it', 'overtime.']",[],"['Are you kidding?¬†', 'cancel it', 'overtime.']","['Are you kidding?¬†', 'Delayed from', '7:30pm to 11:00', '11:00 -']","['Are you kidding?¬†', '7:30pm to 11:00', 'pilot is']","['Are you kidding?¬†', 'Delayed from', '7:30pm to 11:00']",[],"['Delayed from', '7:30pm to 11:00', 'overtime.']","['@Delta.¬†', 'Are you kidding?¬†', 'cancel it']","['Are you kidding?¬†', 'only to', 'cancel it']","['11:00 -', 'only to', 'overtime.']"
73,"How about this for a novel solution?  The next time a banned editor posts something to your page, why not delete it yourself with an edit summary of ""Sorry, I'm topic-banned from discussing this""?",Impolite,"['How about this', 'for a novel', 'solution?¬†', 'why not delete it', 'yourself with']","['How about this', 'The next', 'editor', 'something to', 'summary of', '""""""Sorry, I\'m""']","['for a novel', 'solution?¬†', 'The next', 'banned', 'editor', 'posts', 'your page,', 'yourself with', 'an edit', 'summary of', '""""""Sorry, I\'m""', 'topic-banned', '""from discussing this""""?""']","['How about this', 'for a novel', 'an edit']","['""""""Sorry, I\'m""', '""from discussing this""""?""']","['How about this', 'for a novel', 'topic-banned']",[],"['editor', 'posts', '""from discussing this""""?""']",[],"['for a novel', 'posts', '""from discussing this""""?""']","['The next', 'why not delete it', 'topic-banned']","['How about this', 'why not delete it', 'topic-banned']","['""""""Sorry, I\'m""', '""from discussing this""""?""']",['editor'],"['How about this', 'banned', 'editor']","['for a novel', 'banned', 'editor']","['How about this', 'for a novel', 'summary of']","['banned', 'editor']"
74,"Apparently, you correctly answered your own question: The watch window gets the value of a variable by calling its `ToString` method. So, what's your *actual* question?",Impolite,"['Apparently,', 'you correctly', 'answered your', ""So, what's"", 'your *actual*']","['you correctly', 'answered your', 'own', 'watch', 'the value of', 'a variable', ""So, what's""]","['you correctly', 'watch', 'window gets', '`ToString`', ""So, what's"", 'your *actual*', 'question?']","['Apparently,', 'you correctly', 'answered your', 'own', 'question: The', 'watch', 'window gets']","['you correctly', 'answered your', 'window gets', 'by calling its', '`ToString`', 'your *actual*']","['you correctly', 'answered your', 'watch', 'window gets', 'the value of', 'a variable', 'your *actual*']","['you correctly', 'window gets', 'question?']","['answered your', 'window gets', 'by calling its', 'your *actual*', 'question?']","['answered your', '`ToString`', 'method.']","['answered your', 'window gets', 'by calling its', 'your *actual*', 'question?']","['Apparently,', 'answered your', 'question: The', 'watch', 'a variable', '`ToString`', 'your *actual*']","['answered your', 'question: The', 'a variable', '`ToString`', 'your *actual*']","['you correctly', 'answered your', 'window gets', 'the value of', 'by calling its', 'your *actual*']","['answered your', 'a variable', 'method.', 'question?']","['answered your', 'window gets', 'the value of', '`ToString`', 'method.']","['Apparently,', 'watch', 'window gets', 'the value of', '`ToString`', 'method.', ""So, what's""]","['own', 'watch', 'window gets', 'a variable', '`ToString`', ""So, what's"", 'your *actual*']","['own', 'watch', 'window gets', '`ToString`', ""So, what's"", 'your *actual*']"
75,I based my sentence on the citation. Are you saying the citation is wrong?,Impolite,"['citation', 'is wrong?']","['my sentence', 'Are you saying the']","['I based', 'my sentence']","['I based', 'my sentence']",['Are you saying the'],"['my sentence', 'on the citation.']",[],['is wrong?'],[],['is wrong?'],['citation'],['Are you saying the'],['Are you saying the'],[],['Are you saying the'],"['my sentence', 'is wrong?']","['I based', 'my sentence']",['citation']
77,"Doing a redundant `atoi` after you just did `strtol` is probably the most twisted insult to the proper use of string-to-int conversion functions in C one can come up with. Why do you see the need to ""re-convert"" the value using the broken function `atoi` when you already have it as `val` from a proper function `strtol`? ",Impolite,"['redundant', 'you just did', 'the most', 'twisted', 'insult to', 'Why do you', 'see the', 'need to', 'you already have', 'it as `val` from a', 'proper']","['redundant', '`atoi` after', 'you just did', 'the most', 'twisted', 'the proper', 'C', 'Why do you', 'see the', 'the value', 'using', 'the broken', '`atoi` when', 'proper']","['redundant', '`atoi` after', '`strtol`', 'twisted', 'insult to', 'the proper', 'string-to-int', 'one can', 'see the', '""""""re-convert""""""', 'using', 'the broken', 'it as `val` from a', 'proper']","['Doing a', 'redundant', '`atoi` after', 'you just did', '`strtol`', 'twisted', 'use of', 'string-to-int', 'one can', 'need to', 'using', 'function', 'proper', 'function']","['`atoi` after', 'you just did', 'insult to', 'the proper', 'string-to-int', 'functions in', 'come up with.', 'Why do you', '""""""re-convert""""""', 'the broken', '`atoi` when', 'you already have', 'it as `val` from a']","['Doing a', 'redundant', '`atoi` after', 'you just did', '`strtol`', 'is probably', 'the proper', 'string-to-int', 'Why do you', '""""""re-convert""""""', 'the value', '`atoi` when', 'you already have', 'it as `val` from a']","['redundant', 'using', 'the broken', 'function']","['redundant', '`atoi` after', 'you just did', '`strtol`', 'twisted', 'the proper', 'string-to-int', 'functions in', 'come up with.', 'the value', 'using', 'the broken', 'it as `val` from a']","['is probably', 'one can', 'see the', '`atoi` when']","['Doing a', 'redundant', '`atoi` after', 'you just did', '`strtol`', 'is probably', 'twisted', 'string-to-int', 'one can', 'come up with.', 'the value', '`atoi` when', 'it as `val` from a']","['Doing a', 'redundant', '`atoi` after', 'you just did', '`strtol`', 'is probably', 'string-to-int', 'C', 'one can', 'come up with.', '""""""re-convert""""""', '`atoi` when', 'you already have', 'it as `val` from a']","['Doing a', '`atoi` after', '`strtol`', 'is probably', 'string-to-int', 'one can', 'come up with.', 'Why do you', 'see the', '""""""re-convert""""""', '`atoi` when', 'you already have', 'it as `val` from a']","['`atoi` after', 'you just did', 'insult to', 'the proper', 'string-to-int', 'functions in', 'come up with.', 'Why do you', '""""""re-convert""""""', 'the broken', '`atoi` when', 'you already have', 'it as `val` from a']","['`strtol`', 'one can', 'Why do you', '""""""re-convert""""""', 'the value', '`atoi` when']","['Doing a', 'redundant', '`atoi` after', '`strtol`', 'is probably', 'twisted', 'the proper', 'functions in', 'one can', 'Why do you', '""""""re-convert""""""', 'the value', '`atoi` when']","['Doing a', 'redundant', '`atoi` after', 'the most', 'twisted', 'conversion', 'C', 'see the', 'need to', '""""""re-convert""""""', 'function', '`atoi` when', 'proper', 'function']","['Doing a', '`atoi` after', 'the most', 'twisted', 'use of', 'conversion', 'see the', 'need to', '""""""re-convert""""""', 'function', '`atoi` when', 'proper', 'function']","['redundant', '`atoi` after', '`strtol`', 'twisted', 'insult to', 'C', 'one can', 'Why do you', 'see the', 'need to', 'using', '`atoi` when', 'proper']"
78,What is the actual question? And have you considered using punctuation?,Impolite,['punctuation?'],['What is the actual'],['punctuation?'],['have you considered'],[],['have you considered'],['question? And'],['punctuation?'],['have you considered'],['punctuation?'],['have you considered'],['have you considered'],[],['question? And'],['punctuation?'],['punctuation?'],['punctuation?'],[]
79,@AaronGoodwin your just a big kid at heart arnt you sweetie pie,Impolite,NA,NA,"['@AaronGoodwin your', 'arnt', 'pie']","['@AaronGoodwin your', 'heart', 'arnt']","['just a big', 'you sweetie']","['@AaronGoodwin your', 'just a big', 'kid at']","['just a big', 'kid at', 'pie']","['kid at', 'you sweetie', 'pie']","['@AaronGoodwin your', 'heart', 'you sweetie']","['kid at', 'you sweetie', 'pie']","['@AaronGoodwin your', 'heart', 'you sweetie']","['@AaronGoodwin your', 'heart', 'you sweetie']","['just a big', 'you sweetie']","['kid at', 'you sweetie', 'pie']","['kid at', 'arnt', 'pie']","['@AaronGoodwin your', 'just a big', 'pie']","['@AaronGoodwin your', 'just a big', 'pie']","['just a big', 'pie']"
80,ughh they need to hurry up im hungry and I got a headache!,Impolite,NA,NA,"['ughh they', 'im hungry']","['ughh they', 'and I got']",['a headache!'],"['ughh they', 'im hungry']",[],"['need to', 'a headache!']",[],"['need to', 'a headache!']","['im hungry', 'a headache!']","['ughh they', 'im hungry']",['a headache!'],['need to'],"['im hungry', 'a headache!']","['ughh they', 'hurry up']","['ughh they', 'need to']",['im hungry']
81,"@kevskiezzz But dw, only 2 days of you bullying me than you're going chiefly. BYE KEVIN! gonna miss you at some point.",Impolite,NA,NA,"['But dw,', 'chiefly.', 'BYE', 'KEVIN!', 'gonna']","['@kevskiezzz', 'But dw,', 'days of you', 'bullying me than', ""you're going""]","['But dw,', 'days of you', 'bullying me than', 'chiefly.']","['But dw,', 'only 2', 'days of you', 'bullying me than', ""you're going""]",[],"['chiefly.', 'BYE', 'point.']",[],"['chiefly.', 'BYE', 'point.']","['@kevskiezzz', 'But dw,', 'only 2', 'bullying me than', 'KEVIN!']","['But dw,', 'bullying me than', 'KEVIN!']","['But dw,', 'days of you', 'bullying me than', 'chiefly.']",[],"['bullying me than', 'BYE', 'KEVIN!']","['@kevskiezzz', ""you're going"", 'chiefly.', 'BYE', 'point.']","['@kevskiezzz', ""you're going"", 'chiefly.', 'BYE', 'point.']","['But dw,', 'chiefly.', 'BYE', 'gonna']"
82,Dear #neighbors. Please shut up! We are trying to #study here. Thank you. #loud,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
83,@swatatat pls don mind me using ur tweets repeatedly..me bored like hell with travel from last 7hrs..!!,Impolite,NA,NA,"['pls don', 'repeatedly..me', 'bored', 'travel from', '7hrs..!!']","['@swatatat', 'pls don', 'using ur', 'tweets', 'bored']","['pls don', 'repeatedly..me', 'travel from', '7hrs..!!']","['pls don', 'mind me', 'using ur', 'repeatedly..me', 'travel from']","['pls don', 'tweets', 'like', 'last']","['pls don', 'mind me', 'like', 'travel from', '7hrs..!!']","['@swatatat', 'repeatedly..me', 'bored', 'hell with', '7hrs..!!']","['pls don', 'mind me', 'like', 'travel from', '7hrs..!!']","['@swatatat', 'mind me', 'repeatedly..me', 'bored', 'travel from']","['@swatatat', 'mind me', 'repeatedly..me', 'hell with', 'travel from']","['pls don', 'repeatedly..me', 'travel from', '7hrs..!!']","['using ur', 'tweets', 'repeatedly..me', 'hell with']","['mind me', 'using ur', 'tweets', 'repeatedly..me', 'like']","['@swatatat', 'pls don', 'mind me', 'bored', 'like']","['pls don', 'mind me', 'tweets', 'bored', 'hell with']","['pls don', 'mind me', 'last', '7hrs..!!']"
84,"@SteveBakerHW When it comes to CREDIBLE scare stories George Osbourne is crap, still at it I see.",Impolite,"['is crap,']","['When it comes', 'scare', 'George', 'still at']","['When it comes', 'scare', 'George', 'Osbourne']","['@SteveBakerHW', 'stories', 'Osbourne', 'still at']","['When it comes', 'to CREDIBLE', 'it I see.']","['When it comes', 'to CREDIBLE', 'scare', 'it I see.']","['George', 'Osbourne', 'still at', 'it I see.']","['stories', 'Osbourne', 'still at', 'it I see.']","['@SteveBakerHW', 'scare']","['to CREDIBLE', 'Osbourne', 'still at', 'it I see.']","['@SteveBakerHW', 'to CREDIBLE', 'scare', 'it I see.']","['@SteveBakerHW', 'to CREDIBLE', 'scare', 'it I see.']","['When it comes', 'to CREDIBLE', 'it I see.']","['scare', 'stories', 'still at', 'it I see.']","['scare', 'stories', 'still at', 'it I see.']","['@SteveBakerHW', 'Osbourne', 'is crap,', 'still at']","['@SteveBakerHW', 'George', 'is crap,', 'still at']","['When it comes', 'scare', 'George']"
85,So... you want to implement an exclusive decision tree without using if/elif? Why???,Impolite,"['without', 'if/elif?', 'Why???']","['to implement', 'an exclusive', 'tree']","['decision', 'if/elif?', 'Why???']","['So... you want', 'to implement', 'an exclusive']","['to implement', 'an exclusive']","['So... you want', 'to implement', 'an exclusive']",[],['Why???'],[],['Why???'],['So... you want'],['So... you want'],"['to implement', 'an exclusive']",['without'],['decision'],"['tree', 'using', 'Why???']","['using', 'Why???']","['if/elif?', 'Why???']"
86,@Uber very disappointing that support has not responded to my email!! #bad #uber #service,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
87,@freemanstanzan2 you're a cowan... that means you're a slimebag. I wouldn't trust you as far as I could throw you. #arsehole @StuartHarker1,Impolite,"['slimebag.', '@StuartHarker1']","[""I wouldn't trust"", 'you as far', 'throw you.']","[""you're a cowan..."", 'slimebag.', '@StuartHarker1']","[""that means you're a""]","[""you're a cowan..."", ""that means you're a""]","['@freemanstanzan2', ""you're a cowan..."", 'as I could']",[],['@StuartHarker1'],[],['@StuartHarker1'],"[""you're a cowan...""]","[""you're a cowan...""]","[""you're a cowan..."", ""that means you're a""]",[],['@freemanstanzan2'],"['slimebag.', '@StuartHarker1']","['slimebag.', '@StuartHarker1']","['slimebag.', '@StuartHarker1']"
88,"No, I have not read it, as it is of no interest to me or this encyclopedia. Are you claiming that the references make the blog post a reliable source, or why are we still discussing this?",Impolite,"['as it is of no interest to', 'me or this', 'why are we still', 'discussing this?']","['me or this', 'Are you claiming', 'that the references', 'post a', 'reliable']","['encyclopedia.', 'make the', 'blog', 'reliable', 'why are we still']","['No, I have not read it,', 'me or this', 'Are you claiming', 'that the references']","['Are you claiming', 'that the references', 'why are we still']","['No, I have not read it,', 'as it is of no interest to', 'Are you claiming', 'that the references', 'why are we still']",[],['encyclopedia.'],[],['as it is of no interest to'],['as it is of no interest to'],['as it is of no interest to'],"['Are you claiming', 'that the references', 'why are we still']",[],"['No, I have not read it,']","['No, I have not read it,']","['No, I have not read it,']","['make the', 'blog', 'post a']"
89,User 86.138.232.97 does have a history of malicous edits. Are you then confirming that these malicious edits done by user 86.138.232.97 were done by yourself?,Impolite,"['have a history', 'of malicous', 'edits.']","['User', 'have a history', 'edits.', 'Are you then confirming that', 'done by']","['86.138.232.97 does', 'edits.', 'Are you then confirming that', 'these malicious', 'done by']","['User', 'Are you then confirming that', 'edits', 'user', '86.138.232.97 were']","['86.138.232.97 does', 'Are you then confirming that', '86.138.232.97 were']","['86.138.232.97 does', 'of malicous', 'Are you then confirming that', 'these malicious', '86.138.232.97 were']",[],[],[],[],[],[],"['86.138.232.97 does', 'Are you then confirming that', '86.138.232.97 were']",[],[],"['Are you then confirming that', 'user']","['User', 'Are you then confirming that']","['86.138.232.97 does', 'edits.', 'edits']"
