stim_id,text,style,baseline
42,The mesmerizing performances of the leads keep the film grounded and keep the audience riveted.,Positive,"{""id"": ""cmpl-68YikLD8oKWGYvkL5fXdqwzr0iDab"", ""object"": ""text_completion"", ""created"": 1667498110, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""\n"", ""\\"", ""document"", ""class"", ""["", ""12""], ""token_logprobs"": [-0.05620811, -0.0024802606, -2.5576446, -0.9916852, -0.059762884, -0.080908135, -0.17062049, -1.0554154], ""top_logprobs"": [{""\n"": -3.0043766, ""Pos"": -7.6822395, ""positive"": -8.448707, "" Positive"": -0.05620811, "" positive"": -5.5437183}, {""."": -6.0493126, ""\n"": -9.86415, "" text"": -11.399495, ""<|endoftext|>"": -0.0024802606, ""\n\n"": -11.409715}, {""\"""": -3.5119581, ""\n"": -2.5576446, ""#"": -3.0411203, ""The"": -3.5498068, ""Q"": -2.9544168}, {""import"": -3.4581506, ""\n"": -1.469331, ""#"": -2.3886673, ""%"": -2.954717, ""\\"": -0.9916852}, {""Requ"": -4.6547103, ""document"": -0.059762884, ""begin"": -5.342569, ""new"": -4.348162, ""def"": -4.7351403}, {"" class"": -8.861872, "" style"": -9.525913, ""class"": -0.080908135, ""style"": -2.562861, ""Class"": -10.859776}, {"" {"": -7.7453218, ""[]"": -5.6108274, ""["": -0.17062049, "" ["": -5.1438746, ""{"": -1.9256464}, {""12"": -1.0554154, ""11"": -2.170458, ""use"": -3.1585827, ""a"": -2.6392777, ""10"": -2.600506}], ""text_offset"": [177, 186, 186, 186, 186, 186, 186, 186]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 37, ""completion_tokens"": 1, ""total_tokens"": 38}}"
43,"Although laced with humor and a few fanciful touches, the film is a refreshingly serious look at young women.",Positive,"{""id"": ""cmpl-68YitulRyfg5dbh04hErE6Jc3mlUe"", ""object"": ""text_completion"", ""created"": 1667498119, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""\n"", ""\\"", ""document"", ""class"", ""["", ""12""], ""token_logprobs"": [-0.1698584, -0.0031314834, -2.711681, -1.0617313, -0.06315211, -0.07654466, -0.15742455, -1.0146397], ""top_logprobs"": [{""\n"": -1.9741893, ""Pos"": -5.2468257, "" Positive"": -0.1698584, "" Negative"": -6.6508207, "" positive"": -5.1257687}, {""."": -5.798304, ""\n"": -10.3093195, "" text"": -12.468542, ""<|endoftext|>"": -0.0031314834, ""\n\n"": -11.188134}, {""\"""": -3.4679923, ""\n"": -2.711681, ""#"": -2.8898075, ""The"": -3.3565042, ""Q"": -3.3350317}, {""import"": -3.5996153, ""\n"": -1.2238188, ""#"": -2.3760746, ""%"": -2.9782686, ""\\"": -1.0617313}, {""Requ"": -4.5007615, ""document"": -0.06315211, ""begin"": -5.23612, ""new"": -4.4158616, ""def"": -4.7622914}, {"" class"": -9.005851, "" style"": -9.684289, ""class"": -0.07654466, ""style"": -2.6162736, ""Class"": -10.870008}, {"" {"": -7.746523, ""[]"": -5.662747, ""["": -0.15742455, "" ["": -5.1512847, ""{"": -2.0038993}, {""12"": -1.0146397, ""11"": -2.1564426, ""10"": -2.6380327, ""a"": -2.6665516, ""use"": -3.1812105}], ""text_offset"": [191, 200, 200, 200, 200, 200, 200, 200]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 42, ""completion_tokens"": 1, ""total_tokens"": 43}}"
44,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece.,Positive,"{""id"": ""cmpl-68Yj7ekxhU1QcCE0HE5yUJZlFRZ0s"", ""object"": ""text_completion"", ""created"": 1667498133, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""\n"", ""\\"", ""document"", ""class"", ""["", ""12""], ""token_logprobs"": [-0.068188064, -0.0011835061, -2.8215296, -0.89674056, -0.056152757, -0.077813655, -0.16639794, -1.0398935], ""top_logprobs"": [{""\n"": -2.8389425, ""Pos"": -6.0280886, ""positive"": -8.222313, "" Positive"": -0.068188064, "" positive"": -5.56971}, {""."": -6.8511453, ""\n"": -9.792924, "" text"": -11.911383, ""<|endoftext|>"": -0.0011835061, ""\n\n"": -11.015263}, {""\"""": -3.5940096, ""\n"": -2.8215296, ""#"": -3.2954423, ""The"": -3.3161566, ""Q"": -3.2720408}, {""%%"": -3.381522, ""\n"": -1.38473, ""#"": -2.6588023, ""%"": -2.6215563, ""\\"": -0.89674056}, {""Requ"": -4.6507754, ""document"": -0.056152757, ""begin"": -5.347686, ""new"": -4.454842, ""def"": -4.9250007}, {"" class"": -8.979331, "" style"": -9.646665, ""class"": -0.077813655, ""style"": -2.6003852, ""Class"": -10.859906}, {"" {"": -7.7736297, ""[]"": -5.6775284, ""["": -0.16639794, "" ["": -5.159474, ""{"": -1.9480639}, {""12"": -1.0398935, ""11"": -2.1946957, ""use"": -3.1693823, ""a"": -2.64526, ""10"": -2.6352684}], ""text_offset"": [238, 247, 247, 247, 247, 247, 247, 247]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 45, ""completion_tokens"": 1, ""total_tokens"": 46}}"
45,@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,Polite,"{""id"": ""cmpl-68YjHeIHVizsyNMwYkSoasbuvKb7S"", ""object"": ""text_completion"", ""created"": 1667498143, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""\n"", ""\\"", ""document"", ""class"", ""[""], ""token_logprobs"": [-0.6252181, -3.0826937e-05, -0.0015087316, -2.5390234, -1.159487, -0.059010316, -0.08202905, -0.15954834], ""top_logprobs"": [{"" Pol"": -0.6252181, ""\n"": -0.8375757, "" polite"": -4.4179454, ""Pol"": -4.645366, "" Imp"": -6.126498}, {""ite"": -3.0826937e-05, ""<|endoftext|>"": -10.651684, ""itely"": -13.185525, ""i"": -13.483421, ""ITE"": -13.681534}, {""<|endoftext|>"": -0.0015087316, ""."": -6.718708, ""\n"": -9.061096, "" "": -9.900847, ""\n\n"": -10.600419}, {""\n"": -2.5390234, ""Q"": -2.9429905, ""#"": -2.995121, ""\"""": -3.6452022, ""The"": -3.6626065}, {""\\"": -1.159487, ""\n"": -1.2865146, ""#"": -2.5576475, ""%"": -2.7986243, ""%%"": -3.316353}, {""document"": -0.059010316, ""new"": -4.38238, ""def"": -4.7323956, ""Requ"": -4.826777, ""begin"": -5.197868}, {""class"": -0.08202905, ""style"": -2.5536227, "" class"": -8.200787, "" style"": -9.033904, ""Class"": -10.765739}, {""["": -0.15954834, ""{"": -1.9949622, "" ["": -5.1152153, ""[]"": -5.5786796, "" {"": -7.8350196}], ""text_offset"": [165, 169, 172, 172, 172, 172, 172, 172]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 45, ""completion_tokens"": 2, ""total_tokens"": 47}}"
46," @HighPerformanceMark, as far as I understand the pseudo code describes a path searching algorithm... so I'm trying to write a program that finds a Hamiltonian Path using the logic of the ""DNA Algorithm."" Am I on the wrong *track* here?",Polite,"{""id"": ""cmpl-68YjS67aeVFDHLEC6rvHsaymPCG2d"", ""object"": ""text_completion"", ""created"": 1667498154, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""Q"", "":"", "" How"", "" to"", "" get""], ""token_logprobs"": [-0.51677245, -6.289782e-05, -0.0030422178, -0.9462269, -1.8841804e-07, -1.6425811, -0.46691743, -2.7067504], ""top_logprobs"": [{"" Pol"": -0.51677245, ""\n"": -1.2642004, "" "": -2.6672356, "" polite"": -4.053097, ""Pol"": -4.29735}, {""ite"": -6.289782e-05, ""<|endoftext|>"": -9.904563, ""itely"": -12.423919, ""i"": -12.83047, ""ITE"": -13.44575}, {""<|endoftext|>"": -0.0030422178, ""."": -6.089713, ""\n"": -7.8384986, ""\n\n"": -9.27882, "" "": -9.407094}, {""Q"": -0.9462269, ""\n"": -1.9430808, ""#"": -3.3007436, ""\\"": -3.9621446, ""\t"": -4.183469}, {"":"": -1.8841804e-07, "":\\"": -16.745045, "":'"": -17.00969, "":-"": -17.058983, ""code"": -17.260494}, {"" How"": -1.6425811, "" What"": -3.490471, ""bytes: \\xd0"": -3.9043965, "" Can"": -3.9135356, "" how"": -3.9356651}, {"" to"": -0.46691743, "" can"": -1.7713542, "" do"": -2.0443997, "" does"": -4.0453033, "" many"": -5.186244}, {"" get"": -2.7067504, "" use"": -2.776257, "" add"": -3.1833472, "" make"": -3.2076492, "" create"": -3.448953}], ""text_offset"": [314, 318, 321, 321, 321, 321, 321, 321]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 78, ""completion_tokens"": 2, ""total_tokens"": 80}}"
47,"Opps, how come your archive links to the article's talk page archive? I'm going to fix it for you, ok?",Polite,"{""id"": ""cmpl-68YjeeoPf2vokfw8Fwwpk6vZXsWfc"", ""object"": ""text_completion"", ""created"": 1667498166, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""Q"", "":"", "" How"", "" to"", "" get""], ""token_logprobs"": [-0.5431162, -5.0022347e-05, -0.0037033788, -1.9996829, -3.0826937e-05, -1.6085379, -0.47742745, -2.7246082], ""top_logprobs"": [{""\n"": -1.0297494, "" Pol"": -0.5431162, "" polite"": -3.7596679, "" The"": -4.9316216, ""Pol"": -4.555424}, {""ITE"": -12.659246, ""itely"": -11.76434, ""<|endoftext|>"": -10.376715, ""ite"": -5.0022347e-05, ""i"": -13.4244}, {""."": -5.7048917, ""\n"": -8.791351, "" "": -10.589734, ""<|endoftext|>"": -0.0037033788, ""\n\n"": -10.174361}, {""\"""": -3.7641332, ""\n"": -2.4524822, ""#"": -2.9400082, ""The"": -3.8640122, ""Q"": -1.9996829}, {""+"": -13.759976, "" :"": -13.728555, ""."": -11.991032, "":"": -3.0826937e-05, "";"": -13.68226}, {""bytes: \\xd0"": -3.9081082, "" How"": -1.6085379, "" Can"": -3.9157798, "" What"": -3.4201124, "" how"": -3.9421942}, {"" to"": -0.47742745, "" can"": -1.7652348, "" do"": -2.0203352, "" does"": -3.9734316, "" many"": -5.1565366}, {"" create"": -3.405339, "" get"": -2.7246082, "" add"": -3.1835055, "" use"": -2.774943, "" make"": -3.1914384}], ""text_offset"": [180, 184, 187, 187, 187, 187, 187, 187]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 51, ""completion_tokens"": 2, ""total_tokens"": 53}}"
48,"Thanks for the heads-up on that; I don't really have anything to add beyond what you'd said. By the way, I noticed you said you weren't an admin: would you like to be?",Polite,"{""id"": ""cmpl-68YjpWCFl3BQjEPxWrzK9XBMrgApw"", ""object"": ""text_completion"", ""created"": 1667498177, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""\n"", ""\n"", ""The"", "" following"", "" is""], ""token_logprobs"": [-0.4158328, -5.5149267e-05, -0.009679, -2.204733, -1.1672728, -3.1342363, -3.2497973, -1.596932], ""top_logprobs"": [{"" Pol"": -0.4158328, ""\n"": -1.2211832, ""Pol"": -3.9367259, "" polite"": -4.869876, "" The"": -4.9485645}, {""ite"": -5.5149267e-05, ""<|endoftext|>"": -10.118597, ""itely"": -12.076187, ""ITE"": -12.884988, ""i"": -13.484507}, {""<|endoftext|>"": -0.009679, ""."": -4.7320175, ""\n"": -7.9561825, ""\n\n"": -9.368529, "" "": -9.665065}, {""\n"": -2.204733, ""Q"": -2.4612312, ""#"": -2.6550784, ""\n\n"": -3.9404013, ""The"": -3.9497268}, {""\n"": -1.1672728, ""\\"": -1.2986538, ""#"": -2.3331263, ""%"": -2.9939604, ""import"": -3.5602367}, {""The"": -3.1342363, ""A"": -3.6146708, ""B"": -3.8496764, ""("": -4.043321, ""I"": -4.145257}, {"" following"": -3.2497973, "" Canadian"": -3.6627913, "" product"": -4.454463, ""sa"": -4.7408876, "" first"": -4.945861}, {"" is"": -1.596932, "" questions"": -1.6445158, "" message"": -2.4180534, "" are"": -3.0982854, "" list"": -3.4239144}], ""text_offset"": [245, 249, 252, 252, 252, 252, 252, 252]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 67, ""completion_tokens"": 2, ""total_tokens"": 69}}"
49,"Hey Love, as you wish, if you  have any suggestions about my section, let me know.  Is English a second language for you?",Polite,"{""id"": ""cmpl-68Yk0lSZNo7z2pgZ2n8HGqILZj0h4"", ""object"": ""text_completion"", ""created"": 1667498188, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nPolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Pol"", ""ite"", ""<|endoftext|>"", ""Q"", "":"", "" How""], ""token_logprobs"": [-0.71967244, -0.0015761905, -0.6397502, -5.264588e-05, -0.013440257, -2.02993, -1.5327929e-05, -1.6052287], ""top_logprobs"": [{""\n"": -0.71967244, "" Pol"": -0.76929784, "" polite"": -4.2487535, "" The"": -4.397215, ""Pol"": -4.5316916}, {""\n"": -0.0015761905, ""Pol"": -6.9056764, ""The"": -8.471187, "" Pol"": -8.983278, ""This"": -9.05123}, {""Pol"": -0.6397502, ""The"": -1.2446439, ""This"": -1.8890723, ""pol"": -4.349318, "" Pol"": -4.6261115}, {""ite"": -5.264588e-05, ""<|endoftext|>"": -10.001989, ""itely"": -12.259838, ""ITE"": -13.589679, ""i"": -14.049289}, {""<|endoftext|>"": -0.013440257, ""."": -4.3283367, "":"": -10.5408, ""\n"": -11.119149, "" text"": -11.849219}, {""Q"": -2.02993, ""\n"": -2.667514, ""#"": -2.7809603, ""\"""": -3.5775757, ""The"": -3.7958999}, {"":"": -1.5327929e-05, ""."": -12.432904, ""code"": -14.12674, ""+"": -14.284953, "" :"": -14.356581}, {"" How"": -1.6052287, "" What"": -3.4088786, ""bytes: \\xd0"": -3.9153688, "" Can"": -3.9534795, "" how"": -3.9591868}], ""text_offset"": [199, 200, 201, 204, 207, 207, 207, 207]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 54, ""completion_tokens"": 4, ""total_tokens"": 58}}"
50,@marcdeacon_ Happy Birthday Marc have a good one! Xx,Polite,"{""id"": ""cmpl-68YkDBtpD96LOfEaywdcgm5naIrz7"", ""object"": ""text_completion"", ""created"": 1667498201, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""\n"", ""\n"", ""The"", "" following"", "" is""], ""token_logprobs"": [-0.6592397, -3.9172486e-05, -0.0006741286, -2.521323, -1.1766311, -3.1324515, -3.1434412, -1.5963085], ""top_logprobs"": [{""\n"": -0.86057574, "" Pol"": -0.6592397, "" polite"": -4.182621, ""Pol"": -4.5571284, "" Imp"": -4.081809}, {""ITE"": -13.583374, ""itely"": -12.977028, ""<|endoftext|>"": -10.411876, ""ite"": -3.9172486e-05, ""i"": -12.957694}, {""."": -7.6341586, ""\n"": -9.492338, "" "": -10.952532, ""<|endoftext|>"": -0.0006741286, ""\n\n"": -10.847755}, {""\"""": -3.8230438, ""\n"": -2.521323, ""#"": -2.73808, ""The"": -3.58376, ""Q"": -3.096458}, {""%%"": -3.385958, ""\n"": -1.1766311, ""#"": -2.5012555, ""%"": -2.863346, ""\\"": -1.2641212}, {""A"": -3.6315894, ""B"": -3.7784271, ""I"": -4.1462326, ""The"": -3.1324515, ""("": -4.1359243}, {""sa"": -4.9161725, "" following"": -3.1434412, "" product"": -4.459833, "" Canadian"": -3.9746015, "" first"": -4.9172287}, {"" list"": -3.426318, "" questions"": -1.5983083, "" is"": -1.5963085, "" message"": -2.390826, "" are"": -3.02927}], ""text_offset"": [130, 134, 137, 137, 137, 137, 137, 137]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 40, ""completion_tokens"": 2, ""total_tokens"": 42}}"
51,"@apinknumjoo Hello, namjoo unnie! Welcome to paradox. i'm deeply sorry for the late greeting  Chaey is wishing you to have a pleasant +",Polite,"{""id"": ""cmpl-68YkM5BkpFL0RsPydgBTRbyt9ZM1R"", ""object"": ""text_completion"", ""created"": 1667498210, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""\n"", ""\n"", ""The"", "" Canadian"", "" Press""], ""token_logprobs"": [-0.5602611, -1.6642034e-05, -0.00028782585, -2.3438761, -0.7984354, -2.9518137, -2.332552, -0.001393407], ""top_logprobs"": [{""\n"": -0.9656403, "" Pol"": -0.5602611, "" polite"": -4.33598, ""Pol"": -4.647339, "" Imp"": -4.0994263}, {""itte"": -13.417212, ""itely"": -12.815871, ""<|endoftext|>"": -11.96668, ""ite"": -1.6642034e-05, ""i"": -13.345804}, {""."": -9.038113, ""\n"": -9.528555, "" "": -10.999847, ""<|endoftext|>"": -0.00028782585, ""\n\n"": -10.739183}, {""\"""": -3.9501274, ""\n"": -2.3438761, ""#"": -3.3630052, ""The"": -3.8927288, ""Q"": -2.7886384}, {""%%"": -3.5264196, ""\n"": -0.7984354, ""#"": -2.729186, ""%"": -2.9490685, ""\\"": -1.435318}, {""\"""": -3.9742644, ""A"": -3.4333546, ""I"": -4.0542426, ""The"": -2.9518137, ""("": -3.5478892}, {"" Associated"": -3.8693306, "" following"": -3.3690507, "" product"": -4.4798946, "" Canadian"": -2.332552, "" first"": -5.006445}, {"" government"": -9.217634, "" Broadcasting"": -10.407134, "" Press"": -0.001393407, "" Association"": -10.188644, "" Centre"": -10.494023}], ""text_offset"": [213, 217, 220, 220, 220, 220, 220, 220]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 62, ""completion_tokens"": 2, ""total_tokens"": 64}}"
52,Hey Sai - I'm having trouble picturing it my head. Any chance you have a design or a sketch for it?,Polite,"{""id"": ""cmpl-68YkYaPx2MowE6G4G0XDotgVJOzu7"", ""object"": ""text_completion"", ""created"": 1667498222, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""Q"", "":"", "" How"", "" to"", "" get""], ""token_logprobs"": [-0.5846218, -8.018216e-05, -0.0033367707, -1.6985148, -1.5094201e-05, -1.6107558, -0.4789524, -2.7218144], ""top_logprobs"": [{""\n"": -0.99081546, "" Pol"": -0.5846218, "" polite"": -3.7822495, "" The"": -4.443347, ""Pol"": -4.1017923}, {""ITE"": -12.560205, ""itely"": -11.544859, ""<|endoftext|>"": -9.798004, ""ite"": -8.018216e-05, ""i"": -12.838365}, {""."": -5.9050417, ""\n"": -8.246425, "" "": -9.463816, ""<|endoftext|>"": -0.0033367707, ""\n\n"": -9.88054}, {""\"""": -3.7723064, ""\n"": -2.2318037, ""#"": -2.7160823, ""Q"": -1.6985148, ""\n\n"": -3.9968216}, {""+"": -14.06259, ""."": -12.527968, "":"": -1.5094201e-05, "";"": -14.072872, ""code"": -14.213816}, {""bytes: \\xd0"": -3.892939, "" How"": -1.6107558, "" Can"": -3.9318087, "" What"": -3.4507132, "" how"": -3.908171}, {"" to"": -0.4789524, "" can"": -1.767499, "" do"": -2.0058775, "" does"": -3.9831743, "" many"": -5.171312}, {"" create"": -3.4172673, "" get"": -2.7218144, "" add"": -3.181179, "" use"": -2.7782547, "" make"": -3.1856308}], ""text_offset"": [177, 181, 184, 184, 184, 184, 184, 184]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 49, ""completion_tokens"": 2, ""total_tokens"": 51}}"
53,Thanks for the recent follow @discoverdelicio @johnmilley58 @OrbeauCustomer Happy to connect :) have a great Tuesday.,Polite,"{""id"": ""cmpl-68YklvdAiqAoOMwzSvwu1WPKRvat1"", ""object"": ""text_completion"", ""created"": 1667498235, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""\n"", ""\\"", ""document"", ""class"", ""[""], ""token_logprobs"": [-0.5999508, -3.869565e-05, -0.005659154, -2.3341432, -1.1305052, -0.06157491, -0.08183808, -0.16473685], ""top_logprobs"": [{"" Pol"": -0.5999508, ""\n"": -0.88422865, ""Pol"": -4.305507, "" polite"": -4.4871573, "" "": -5.846432}, {""ite"": -3.869565e-05, ""<|endoftext|>"": -10.388622, ""itely"": -12.744779, ""ITE"": -13.575671, ""i"": -13.867548}, {""<|endoftext|>"": -0.005659154, ""."": -5.311579, ""\n"": -7.9051714, "" "": -9.283815, ""\n\n"": -9.4563675}, {""\n"": -2.3341432, ""#"": -2.8107405, ""Q"": -3.0114465, ""The"": -3.6100616, ""\"""": -3.7705944}, {""\\"": -1.1305052, ""\n"": -1.3905532, ""#"": -2.4800184, ""%"": -2.856462, ""%%"": -3.3102508}, {""document"": -0.06157491, ""new"": -4.2677326, ""def"": -4.7849827, ""Requ"": -4.8609858, ""begin"": -5.0216866}, {""class"": -0.08183808, ""style"": -2.554583, "" class"": -8.488418, "" style"": -9.245814, ""Class"": -10.7098255}, {""["": -0.16473685, ""{"": -1.9637375, "" ["": -5.1429124, ""[]"": -5.5028973, "" {"": -7.8905497}], ""text_offset"": [195, 199, 202, 202, 202, 202, 202, 202]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 53, ""completion_tokens"": 2, ""total_tokens"": 55}}"
54,"I will understand if you decline, but would very much like you to accept.  May I nominate you?",Polite,"{""id"": ""cmpl-68YkxjQSQNhkKUePnD3niNzjPhUIU"", ""object"": ""text_completion"", ""created"": 1667498247, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""\n"", ""\n"", ""The"", "" following"", "" is""], ""token_logprobs"": [-0.5514212, -5.3242864e-05, -0.004061861, -2.8043208, -0.86629146, -2.9350429, -3.0830488, -1.2802775], ""top_logprobs"": [{""\n"": -1.0226756, "" Pol"": -0.5514212, "" polite"": -3.826028, "" The"": -5.150634, ""Pol"": -3.7241008}, {""ITE"": -12.87598, ""itte"": -13.411604, ""itely"": -11.421145, ""<|endoftext|>"": -10.340719, ""ite"": -5.3242864e-05}, {""."": -5.6535354, ""\n"": -8.054949, "" "": -10.4686575, ""<|endoftext|>"": -0.004061861, ""\n\n"": -9.892379}, {""\"""": -3.7219877, ""\n"": -2.8043208, ""#"": -3.2758398, ""The"": -3.4604762, ""Q"": -2.944723}, {""import"": -4.041818, ""\n"": -0.86629146, ""#"": -2.625298, ""%"": -3.1435225, ""\\"": -1.3312371}, {""\"""": -3.9972262, ""A"": -3.642211, ""The"": -2.9350429, ""("": -3.8227017, ""In"": -4.0149045}, {"" United"": -5.340415, "" following"": -3.0830488, "" National"": -5.1274557, "" Canadian"": -3.7669652, "" first"": -4.953169}, {"" list"": -3.1180482, "" questions"": -1.6000016, "" is"": -1.2802775, "" are"": -3.3651347, "" report"": -3.2796333}], ""text_offset"": [172, 176, 179, 179, 179, 179, 179, 179]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 46, ""completion_tokens"": 2, ""total_tokens"": 48}}"
55,"@jonlovett All that said, you're hilarious and smart. Lovett or Leave It is brilliant. Please come do a live show in Florida!",Polite,"{""id"": ""cmpl-68Yl9sesAug0wWxCnGD5c4xWUv3H8"", ""object"": ""text_completion"", ""created"": 1667498259, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""\n"", ""\n"", ""The"", "" Canadian"", "" Press""], ""token_logprobs"": [-0.7154461, -3.357061e-05, -0.0020991687, -2.5882583, -0.8445431, -3.0745766, -3.2644897, -0.0025362503], ""top_logprobs"": [{"" Pol"": -0.7154461, ""\n"": -0.7597766, "" Imp"": -4.290012, "" polite"": -4.554704, ""Pol"": -4.848267}, {""ite"": -3.357061e-05, ""<|endoftext|>"": -10.9267435, ""itely"": -11.637496, ""ITE"": -13.187298, ""itte"": -13.62205}, {""<|endoftext|>"": -0.0020991687, ""."": -6.4253974, ""\n"": -8.702535, "" "": -9.385646, ""\n\n"": -10.038541}, {""\n"": -2.5882583, ""Q"": -2.8918645, ""#"": -2.9413252, ""The"": -3.5322957, ""\"""": -3.684462}, {""\n"": -0.8445431, ""\\"": -1.3851104, ""#"": -2.5967202, ""%"": -2.9832587, ""%%"": -3.6594207}, {""The"": -3.0745766, ""A"": -3.5323575, ""B"": -3.8518558, ""("": -4.0909624, ""I"": -4.1196094}, {"" Canadian"": -3.2644897, "" following"": -3.2663083, "" product"": -4.2973747, "" Associated"": -4.56123, "" first"": -4.9785366}, {"" Press"": -0.0025362503, "" government"": -8.369044, "" Association"": -9.467528, "" National"": -9.877112, "" Centre"": -10.006446}], ""text_offset"": [203, 207, 210, 210, 210, 210, 210, 210]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 55, ""completion_tokens"": 2, ""total_tokens"": 57}}"
56,@svante - I'm fine with that! Care to give any feedback on what I SHOULD be using?,Polite,"{""id"": ""cmpl-68YlNoEPSU5iG8fSRUsTi92MwG5dN"", ""object"": ""text_completion"", ""created"": 1667498273, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""Q"", "":"", "" How"", "" to"", "" get""], ""token_logprobs"": [-0.654195, -5.467149e-05, -0.0018375238, -1.5521938, -4.277735e-07, -1.6186621, -0.47624725, -2.7133322], ""top_logprobs"": [{""\n"": -0.89089036, "" Pol"": -0.654195, "" polite"": -3.7411852, ""Pol"": -4.424429, "" Imp"": -3.868785}, {""ITE"": -13.154726, ""itely"": -12.2914505, ""<|endoftext|>"": -10.081619, ""ite"": -5.467149e-05, ""i"": -13.16663}, {""."": -6.586516, ""\n"": -8.287121, "" "": -10.053531, ""<|endoftext|>"": -0.0018375238, ""\n\n"": -9.912948}, {""\"""": -3.8984628, ""\n"": -2.2016134, ""#"": -2.7213318, ""Q"": -1.5521938, ""\n\n"": -4.0542674}, {"":\"""": -16.913977, "":-"": -16.550219, "":"": -4.277735e-07, "":'"": -16.464228, "":\\"": -16.558958}, {""bytes: \\xd0"": -3.9075577, "" How"": -1.6186621, "" Can"": -3.9239688, "" What"": -3.4626582, "" how"": -3.9422548}, {"" to"": -0.47624725, "" can"": -1.7533641, "" do"": -2.036036, "" does"": -3.9812667, "" many"": -5.1681294}, {"" create"": -3.4017158, "" get"": -2.7133322, "" add"": -3.1720383, "" use"": -2.7749898, "" make"": -3.1962523}], ""text_offset"": [160, 164, 167, 167, 167, 167, 167, 167]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 47, ""completion_tokens"": 2, ""total_tokens"": 49}}"
