stim_id,gpt3 ppl
37,"{""id"": ""cmpl-64wmeaTbJc4v4rZwQdRxmeSLzCf1E"", ""object"": ""text_completion"", ""created"": 1666637296, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""It's one of those baseball pictures where the hero is stoic, the wife is patient, the kids are as cute as all get-out and the odds against success are long enough to intimidate, but short enough to make a dream seem possible."", ""index"": 0, ""logprobs"": {""tokens"": [""It"", ""'s"", "" one"", "" of"", "" those"", "" baseball"", "" pictures"", "" where"", "" the"", "" hero"", "" is"", "" sto"", ""ic"", "","", "" the"", "" wife"", "" is"", "" patient"", "","", "" the"", "" kids"", "" are"", "" as"", "" cute"", "" as"", "" all"", "" get"", ""-"", ""out"", "" and"", "" the"", "" odds"", "" against"", "" success"", "" are"", "" long"", "" enough"", "" to"", "" intimidate"", "","", "" but"", "" short"", "" enough"", "" to"", "" make"", "" a"", "" dream"", "" seem"", "" possible"", "".""], ""token_logprobs"": [null, -1.6770672, -4.9449162, -0.36303967, -1.4201697, -10.423272, -8.109596, -1.6963855, -1.3286221, -3.444686, -1.1570691, -10.381762, -0.20304938, -1.6025041, -1.8823512, -5.9307632, -0.5172721, -4.8148203, -0.5920112, -0.7142601, -0.9931804, -0.16018994, -7.668172, -0.8545037, -0.011607364, -5.5216928, -0.1179776, -0.7999698, -0.0070198253, -0.9635176, -0.44121325, -8.0420475, -2.4163206, -0.74411416, -0.38674933, -3.327729, -3.6978424, -0.21938933, -6.8052726, -4.946422, -0.70866305, -3.7752488, -0.0009846295, -0.07314151, -1.5448177, -3.2422967, -5.4603996, -2.373136, -0.821122, -0.14762838], ""top_logprobs"": [null, {""'s"": -1.6770672}, {"" a"": -1.8174593}, {"" of"": -0.36303967}, {"" the"": -0.65376735}, {"" things"": -1.0208851}, {"" things"": -1.8569856}, {"" that"": -1.5943738}, {"" the"": -1.3286221}, {"" kid"": -2.7034929}, {"" is"": -1.1570691}, {"" a"": -1.6585507}, {""ic"": -0.20304938}, {"" and"": -0.55629486}, {"" the"": -1.8823512}, {"" coach"": -2.2509763}, {"" is"": -0.5172721}, {"" beautiful"": -2.6717718}, {"","": -0.5920112}, {"" the"": -0.7142601}, {"" kids"": -0.9931804}, {"" are"": -0.16018994}, {"" cute"": -1.6446514}, {"" cute"": -0.8545037}, {"" as"": -0.011607364}, {"" can"": -1.830766}, {"" get"": -0.1179776}, {"" out"": -0.682231}, {""out"": -0.0070198253}, {"","": -0.64895487}, {"" the"": -0.44121325}, {"" dog"": -2.0232592}, {"" are"": -0.6507698}, {"" success"": -0.74411416}, {"" are"": -0.38674933}, {"" overwhelming"": -2.2971342}, {""."": -0.5640164}, {"" to"": -0.21938933}, {"" discourage"": -1.736486}, {"" even"": -1.3914016}, {"" but"": -0.70866305}, {"" not"": -0.42112774}, {"" enough"": -0.0009846295}, {"" to"": -0.07314151}, {"" make"": -1.5448177}, {"" you"": -0.8015624}, {"" good"": -2.5268414}, {"" come"": -1.3304417}, {"" possible"": -0.821122}, {""."": -0.14762838}], ""text_offset"": [0, 2, 4, 8, 11, 17, 26, 35, 41, 45, 50, 53, 57, 59, 60, 64, 69, 72, 80, 81, 85, 90, 94, 97, 102, 105, 109, 113, 114, 117, 121, 125, 130, 138, 146, 150, 155, 162, 165, 176, 177, 181, 187, 194, 197, 202, 204, 210, 215, 224]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 50, ""total_tokens"": 50}}"
38,"{""id"": ""cmpl-64wmelZebENizUHWQ1BLP6IJno0d6"", ""object"": ""text_completion"", ""created"": 1666637296, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Good morning and happy Tuesday! I hope you have a terrific day! Enjoy it tons"", ""index"": 0, ""logprobs"": {""tokens"": [""Good"", "" morning"", "" and"", "" happy"", "" Tuesday"", ""!"", "" I"", "" hope"", "" you"", "" have"", "" a"", "" terrific"", "" day"", ""!"", "" Enjoy"", "" it"", "" tons""], ""token_logprobs"": [null, -5.743873, -3.9133992, -3.3684042, -2.908709, -0.75520605, -2.0663834, -0.7408167, -0.48625746, -3.7303557, -1.2351251, -4.801575, -0.23567437, -1.0517428, -6.5400767, -3.8236034, -12.678473], ""top_logprobs"": [null, {"" luck"": -0.28465685}, {"","": -1.0592556}, {"" welcome"": -0.34325886}, {"" Monday"": -1.2907376}, {""!"": -0.75520605}, {""\n"": -1.2585553}, {"" hope"": -0.7408167}, {"" you"": -0.48625746}, {"" all"": -0.7624176}, {"" all"": -1.0095247}, {"" great"": -0.81512135}, {"" day"": -0.23567437}, {""!"": -1.0517428}, {""\n"": -0.89348376}, {""!"": -1.0912343}, {""!"": -0.4715628}], ""text_offset"": [0, 4, 12, 16, 22, 30, 31, 33, 38, 42, 47, 49, 58, 62, 63, 69, 72]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 17, ""total_tokens"": 17}}"
39,"{""id"": ""cmpl-64wmf62iedcQVTTiW33ibVqZOsNWx"", ""object"": ""text_completion"", ""created"": 1666637297, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""An entertaining, colorful, action-filled crime story with an intimate heart."", ""index"": 0, ""logprobs"": {""tokens"": [""An"", "" entertaining"", "","", "" colorful"", "","", "" action"", ""-"", ""filled"", "" crime"", "" story"", "" with"", "" an"", "" intimate"", "" heart"", "".""], ""token_logprobs"": [null, -8.985508, -2.2437112, -5.8379617, -0.96042544, -6.7154737, -0.15036236, -2.0240932, -7.6844926, -2.0454621, -2.554544, -2.6665652, -7.659887, -7.227914, -0.9314212], ""top_logprobs"": [null, {""ch"": -3.090791}, {"" and"": -1.9796058}, {"" well"": -3.1978128}, {"","": -0.96042544}, {"" and"": -0.5254324}, {""-"": -0.15036236}, {""packed"": -0.17681268}, {"" story"": -1.8744525}, {"" novel"": -1.2515627}, {""."": -2.1081548}, {"" a"": -0.96601516}, {"" ending"": -2.2361915}, {"" look"": -1.4894105}, {""."": -0.9314212}], ""text_offset"": [0, 2, 15, 16, 25, 26, 33, 34, 40, 46, 52, 57, 60, 69, 75]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 15, ""total_tokens"": 15}}"
40,"{""id"": ""cmpl-64wmfgXpD55EI8iQa9a2MahRoL3dS"", ""object"": ""text_completion"", ""created"": 1666637297, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""The film is beautifully mounted, but, more to the point, the issues are subtly presented, managing to walk a fine line with regard to the question of Joan's madness."", ""index"": 0, ""logprobs"": {""tokens"": [""The"", "" film"", "" is"", "" beautifully"", "" mounted"", "","", "" but"", "","", "" more"", "" to"", "" the"", "" point"", "","", "" the"", "" issues"", "" are"", "" subtly"", "" presented"", "","", "" managing"", "" to"", "" walk"", "" a"", "" fine"", "" line"", "" with"", "" regard"", "" to"", "" the"", "" question"", "" of"", "" Joan"", ""'s"", "" madness"", "".""], ""token_logprobs"": [null, -6.7556643, -1.9250365, -7.222119, -5.5551763, -0.86042523, -2.6824958, -5.0734, -5.1146755, -3.475844, -0.018315636, -0.010128858, -0.042227153, -2.3667474, -8.721923, -2.1963453, -9.075141, -3.1476884, -1.6809655, -9.059638, -0.18644361, -6.21829, -0.7384373, -1.1582408, -0.03212184, -5.3460627, -1.8600836, -0.007035912, -0.8378262, -4.594043, -0.041323587, -11.808778, -0.82075495, -4.5849094, -0.7206587], ""top_logprobs"": [null, {"" first"": -4.1996894}, {"" was"": -1.655627}, {"" set"": -1.9269753}, {"" shot"": -0.3087477}, {"","": -0.86042523}, {"" with"": -1.137779}, {"" the"": -1.7180064}, {"" as"": -2.2809248}, {"" important"": -0.90088797}, {"" the"": -0.018315636}, {"" point"": -0.010128858}, {"","": -0.042227153}, {"" it"": -0.77685136}, {"" story"": -2.466361}, {"" it"": -0.81674194}, {"" relevant"": -3.3869095}, {"" and"": -1.540833}, {""."": -1.4332247}, {"" and"": -1.3596661}, {"" to"": -0.18644361}, {"" be"": -1.3462967}, {"" a"": -0.7384373}, {"" fine"": -1.1582408}, {"" line"": -0.03212184}, {"" between"": -0.18584841}, {"" the"": -1.7198887}, {"" to"": -0.007035912}, {"" the"": -0.8378262}, {"" controversial"": -2.9012718}, {"" of"": -0.041323587}, {"" whether"": -1.4628353}, {""'s"": -0.82075495}, {"" sanity"": -1.0247215}, {""."": -0.7206587}], ""text_offset"": [0, 3, 8, 11, 23, 31, 32, 36, 37, 42, 45, 49, 55, 56, 60, 67, 71, 78, 88, 89, 98, 101, 106, 108, 113, 118, 123, 130, 133, 137, 146, 149, 154, 156, 164]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 35, ""total_tokens"": 35}}"
41,"{""id"": ""cmpl-64wmgneqs34EYC5r8xCJXYB7M9HoC"", ""object"": ""text_completion"", ""created"": 1666637298, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Its amazing isnt it. Im a big fan of B&W but the life these restorations give the photographs is awe inspiring."", ""index"": 0, ""logprobs"": {""tokens"": ["" Its"", "" amazing"", "" is"", ""nt"", "" it"", ""."", "" Im"", "" a"", "" big"", "" fan"", "" of"", "" B"", ""&"", ""W"", "" but"", "" the"", "" life"", "" these"", "" rest"", ""or"", ""ations"", "" give"", "" the"", "" photographs"", "" is"", "" awe"", "" inspiring"", "".""], ""token_logprobs"": [null, -7.830878, -6.8144107, -0.66437155, -0.038310446, -2.0729537, -6.318845, -3.4558365, -3.6918333, -0.5075078, -0.23731357, -5.9840965, -3.8454895, -0.9328043, -3.1176171, -3.151609, -10.094322, -5.453645, -11.891134, -0.84213114, -0.017813964, -1.8624444, -2.7394025, -6.010333, -0.38898462, -7.9993496, -0.18181778, -0.22564648], ""top_logprobs"": [null, {"" a"": -3.631427}, {"" how"": -1.6616178}, {""nt"": -0.66437155}, {"" it"": -0.038310446}, {""?"": -0.96259975}, {""\n"": -1.7524054}, {"" not"": -2.6676283}, {"" bit"": -3.5055733}, {"" fan"": -0.5075078}, {"" of"": -0.23731357}, {"" the"": -2.0756917}, {""ollywood"": -1.8704102}, {""W"": -0.9328043}, {""."": -2.150944}, {"" I"": -1.5298113}, {"" colours"": -1.5769856}, {"" and"": -1.387904}, {"" colours"": -1.7117212}, {""or"": -0.84213114}, {""ations"": -0.017813964}, {"" bring"": -1.4694514}, {"" to"": -0.77272105}, {"" old"": -1.8129795}, {"" is"": -0.38898462}, {"" amazing"": -1.8576013}, {"" inspiring"": -0.18181778}, {""."": -0.22564648}], ""text_offset"": [0, 4, 12, 15, 17, 20, 21, 24, 26, 30, 34, 37, 39, 40, 41, 45, 49, 54, 60, 65, 67, 73, 78, 82, 94, 97, 101, 111]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 28, ""total_tokens"": 28}}"
42,"{""id"": ""cmpl-64wmggaIXFJ1Wgi8KCZWr8Roi9gp5"", ""object"": ""text_completion"", ""created"": 1666637298, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""The mesmerizing performances of the leads keep the film grounded and keep the audience riveted."", ""index"": 0, ""logprobs"": {""tokens"": [""The"", "" mesmer"", ""izing"", "" performances"", "" of"", "" the"", "" leads"", "" keep"", "" the"", "" film"", "" grounded"", "" and"", "" keep"", "" the"", "" audience"", "" rive"", ""ted"", "".""], ""token_logprobs"": [null, -13.112383, -0.15583654, -7.8804426, -0.7245201, -1.3758873, -6.872698, -5.197919, -0.9591418, -1.8283535, -4.806821, -1.6920581, -4.735778, -0.7864471, -0.4764582, -4.201489, -0.0038844903, -1.1999284], ""top_logprobs"": [null, {"" first"": -4.1995406}, {""izing"": -0.15583654}, {"" digital"": -2.855838}, {"" of"": -0.7245201}, {"" the"": -1.3758873}, {"" actors"": -2.677562}, {"","": -1.7697062}, {"" the"": -0.9591418}, {"" audience"": -0.9501197}, {"" afloat"": -2.3786392}, {"" in"": -1.1697801}, {"" the"": -2.6169689}, {"" the"": -0.7864471}, {"" audience"": -0.4764582}, {"" engaged"": -1.1999533}, {""ted"": -0.0038844903}, {""."": -1.1999284}], ""text_offset"": [0, 3, 10, 15, 28, 31, 35, 41, 46, 50, 55, 64, 68, 73, 77, 86, 91, 94]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 18, ""total_tokens"": 18}}"
43,"{""id"": ""cmpl-64wmgM6cr2ghHGo6Y0QaWmtNxxB4i"", ""object"": ""text_completion"", ""created"": 1666637298, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Although laced with humor and a few fanciful touches, the film is a refreshingly serious look at young women."", ""index"": 0, ""logprobs"": {""tokens"": [""Although"", "" laced"", "" with"", "" humor"", "" and"", "" a"", "" few"", "" fanc"", ""iful"", "" touches"", "","", "" the"", "" film"", "" is"", "" a"", "" refreshing"", ""ly"", "" serious"", "" look"", "" at"", "" young"", "" women"", "".""], ""token_logprobs"": [null, -13.279392, -1.216647, -2.752121, -1.6633632, -3.534258, -3.2491133, -9.207979, -0.0022833347, -2.9511254, -0.16298723, -1.142624, -3.3386552, -0.94723123, -1.9992771, -6.877431, -0.72537506, -4.066431, -1.6117274, -0.025770927, -5.7938533, -2.789511, -4.708084], ""top_logprobs"": [null, {"" the"": -1.9341427}, {"" with"": -1.216647}, {"" a"": -2.6437588}, {"","": -0.31548396}, {"" irony"": -1.8971186}, {"" light"": -2.3930416}, {"" good"": -2.7647173}, {""iful"": -0.0022833347}, {"" embell"": -2.191392}, {"","": -0.16298723}, {"" the"": -1.142624}, {"" book"": -1.7478981}, {"" is"": -0.94723123}, {"" based"": -1.9092785}, {"" sober"": -2.8747764}, {""ly"": -0.72537506}, {"" honest"": -1.5855982}, {"" look"": -1.6117274}, {"" at"": -0.025770927}, {"" the"": -0.84127605}, {"" people"": -1.204364}, {"" in"": -1.7984357}], ""text_offset"": [0, 8, 14, 19, 25, 29, 31, 35, 40, 44, 52, 53, 57, 62, 65, 67, 78, 80, 88, 93, 96, 102, 108]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 23, ""total_tokens"": 23}}"
44,"{""id"": ""cmpl-64wmg7STj8ynp3llsxISUmAgpbz4v"", ""object"": ""text_completion"", ""created"": 1666637298, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece."", ""index"": 0, ""logprobs"": {""tokens"": [""One"", "" of"", "" the"", "" best"", "" films"", "" of"", "" the"", "" year"", "" with"", "" its"", "" exploration"", "" of"", "" the"", "" obstacles"", "" to"", "" happiness"", "" faced"", "" by"", "" five"", "" contemporary"", "" individuals"", "" ..."", "" a"", "" psychological"", "" masterpiece"", "".""], ""token_logprobs"": [null, -1.7496053, -0.3236029, -2.339218, -6.3650274, -0.92886543, -0.77358884, -0.8790299, -6.5609007, -4.630564, -5.4523754, -0.057300966, -1.4333466, -9.011626, -2.3258991, -3.4861982, -3.9950986, -0.033946604, -5.8316936, -5.590152, -4.011423, -7.0013714, -2.6925895, -8.152817, -3.6611938, -2.1256144], ""top_logprobs"": [null, {"" of"": -1.7496053}, {"" the"": -0.3236029}, {"" most"": -1.7548453}, {"" things"": -1.1343814}, {"" of"": -0.92886543}, {"" the"": -0.77358884}, {"" year"": -0.8790299}, {""."": -1.5133395}, {"" a"": -1.3796377}, {"" heart"": -3.9722407}, {"" of"": -0.057300966}, {"" the"": -1.4333466}, {"" human"": -2.430195}, {"" of"": -1.9888802}, {"" love"": -2.2821007}, {"","": -1.4383568}, {"" by"": -0.033946604}, {"" a"": -1.1664596}, {"" people"": -2.3923078}, {"" women"": -1.5531243}, {""."": -1.2593566}, {""\n"": -2.2857437}, {"" film"": -3.0977652}, {"" drama"": -1.4113318}, {"".\"""": -1.8809757}], ""text_offset"": [0, 3, 6, 10, 15, 21, 24, 28, 33, 38, 42, 54, 57, 61, 71, 74, 84, 90, 93, 98, 111, 123, 127, 129, 143, 155]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 26, ""total_tokens"": 26}}"
45,"{""id"": ""cmpl-64wmiQchoEWNEyqRFww3wBiMsKX7F"", ""object"": ""text_completion"", ""created"": 1666637300, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!"", ""index"": 0, ""logprobs"": {""tokens"": [""@"", ""Rick"", ""H"", ""off"", ""man"", ""_"", "" And"", "" we"", "" are"", "" all"", "" so"", "" grateful"", "" for"", "" your"", "" persever"", ""ance"", ""!"", "" Happy"", "" Anniversary"", "" twin"", ""!""], ""token_logprobs"": [null, -13.707168, -3.5599198, -5.0090485, -0.081561446, -0.46943703, -12.722555, -3.7119424, -2.4709015, -2.6417546, -3.1313696, -2.64501, -1.1468718, -1.1767204, -8.774054, -0.0025768261, -2.6514983, -7.2564573, -5.714743, -13.362061, -2.3335276], ""top_logprobs"": [null, {""Override"": -1.8469759}, {""S"": -2.5894403}, {""arrison"": -1.1185187}, {""man"": -0.081561446}, {""_"": -0.46943703}, {""\n"": -0.5583349}, {"" I"": -2.407847}, {""'re"": -1.6594162}, {"" back"": -2.5171165}, {"" better"": -2.8155081}, {"" much"": -2.2367868}, {"" to"": -1.1184638}, {"" your"": -1.1767204}, {"" talent"": -3.1897607}, {""ance"": -0.0025768261}, {"" and"": -1.2107805}, {""\n"": -1.6849661}, {"" Birthday"": -2.067233}, {""!"": -0.9292834}, {""!"": -2.3335276}], ""text_offset"": [0, 1, 5, 6, 9, 12, 13, 17, 20, 24, 28, 31, 40, 44, 49, 58, 62, 63, 69, 81, 86]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 21, ""total_tokens"": 21}}"
46,"{""id"": ""cmpl-64wmjh4GSOvtrMughHZ1dhewG2doJ"", ""object"": ""text_completion"", ""created"": 1666637301, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" @HighPerformanceMark, as far as I understand the pseudo code describes a path searching algorithm... so I'm trying to write a program that finds a Hamiltonian Path using the logic of the \""DNA Algorithm.\"" Am I on the wrong *track* here?"", ""index"": 0, ""logprobs"": {""tokens"": ["" @"", ""High"", ""Performance"", ""Mark"", "","", "" as"", "" far"", "" as"", "" I"", "" understand"", "" the"", "" pseudo"", "" code"", "" describes"", "" a"", "" path"", "" searching"", "" algorithm"", ""..."", "" so"", "" I"", ""'m"", "" trying"", "" to"", "" write"", "" a"", "" program"", "" that"", "" finds"", "" a"", "" Hamilton"", ""ian"", "" Path"", "" using"", "" the"", "" logic"", "" of"", "" the"", "" \"""", ""DNA"", "" Al"", ""gorithm"", "".\"""", "" Am"", "" I"", "" on"", "" the"", "" wrong"", "" *"", ""track"", ""*"", "" here"", ""?""], ""token_logprobs"": [null, -10.5858135, -3.7614083, -4.7538137, -3.2444654, -5.6443753, -5.4742804, -0.017730964, -0.28425282, -2.6351957, -2.7826807, -10.03483, -1.4241245, -8.928561, -1.5208751, -6.8152833, -6.509993, -0.3428811, -5.9159594, -3.967805, -1.4819124, -1.8877993, -4.5181656, -0.035365608, -3.1106327, -0.93668187, -1.8685917, -0.6830949, -2.157816, -1.6129681, -9.586668, -0.28652278, -2.039257, -4.5757217, -1.8250924, -7.584255, -1.6390543, -0.51110667, -6.2522254, -10.140371, -4.2542005, -0.14049123, -3.7405894, -6.8403454, -0.022886261, -1.8540457, -0.016266538, -3.4942124, -13.415687, -1.0563338, -0.37693074, -1.4239019, -0.20332538], ""top_logprobs"": [null, {""param"": -1.8151864}, {""lights"": -2.9087315}, {""Java"": -2.5273387}, {""\n"": -1.7346194}, {"" @"": -1.0555829}, {"" well"": -1.2160639}, {"" as"": -0.017730964}, {"" I"": -0.28425282}, {"" can"": -1.0089512}, {"","": -0.97451204}, {"" code"": -3.4377277}, {""-"": -0.5406406}, {"","": -1.5187365}, {"" the"": -1.318882}, {"" way"": -3.3836877}, {"" that"": -1.9498166}, {"" algorithm"": -0.3428811}, {""."": -1.2748927}, {""\n"": -1.4019517}, {"" I"": -1.4819124}, {""'m"": -1.8877993}, {"" not"": -0.6388111}, {"" to"": -0.035365608}, {"" implement"": -1.9837058}, {"" a"": -0.93668187}, {"" program"": -1.8685917}, {"" that"": -0.6830949}, {"" will"": -1.5577527}, {"" the"": -0.3772056}, {"" path"": -0.19243465}, {""ian"": -0.28652278}, {"" path"": -0.41741744}, {"" in"": -1.0862125}, {"" a"": -1.3413746}, {"" algorithm"": -1.9658766}, {"" of"": -1.6390543}, {"" the"": -0.51110667}, {"" pseudo"": -0.39885423}, {""back"": -2.2211647}, {""\"""": -1.5434678}, {""gorithm"": -0.14049123}, {""\"""": -0.7029831}, {""\n"": -1.1380887}, {"" I"": -0.022886261}, {"" correct"": -1.7234819}, {"" the"": -0.016266538}, {"" right"": -0.04218214}, {"" track"": -0.30283588}, {""track"": -1.0563338}, {""*"": -0.37693074}, {""?"": -0.81431526}, {""?"": -0.20332538}], ""text_offset"": [0, 2, 6, 17, 21, 22, 25, 29, 32, 34, 45, 49, 56, 61, 71, 73, 78, 88, 98, 101, 104, 106, 108, 115, 118, 124, 126, 134, 139, 145, 147, 156, 159, 164, 170, 174, 180, 183, 187, 189, 192, 195, 202, 204, 207, 209, 212, 216, 222, 224, 229, 230, 235]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 53, ""total_tokens"": 53}}"
47,"{""id"": ""cmpl-64wmjr6NRw2n8Bfcp6iCJVbnCoCia"", ""object"": ""text_completion"", ""created"": 1666637301, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Opps, how come your archive links to the article's talk page archive? I'm going to fix it for you, ok?"", ""index"": 0, ""logprobs"": {""tokens"": [""Opp"", ""s"", "","", "" how"", "" come"", "" your"", "" archive"", "" links"", "" to"", "" the"", "" article"", ""'s"", "" talk"", "" page"", "" archive"", ""?"", "" I"", ""'m"", "" going"", "" to"", "" fix"", "" it"", "" for"", "" you"", "","", "" ok"", ""?""], ""token_logprobs"": [null, -6.8876715, -1.8877019, -8.082789, -3.4478016, -3.3375788, -10.229875, -5.833921, -3.4268708, -1.921237, -6.106691, -4.8555884, -4.1834497, -0.079296336, -10.7335415, -0.8838192, -2.8811607, -2.4520774, -3.2716677, -0.034491416, -2.3282282, -1.288842, -1.8659008, -0.051962655, -2.3968132, -5.3406277, -0.04974918], ""top_logprobs"": [null, {""ortun"": -0.6870537}, {"","": -1.8877019}, {"" something"": -1.3450886}, {"" did"": -0.82598203}, {"" you"": -1.1645783}, {"" profile"": -3.5843112}, {"" is"": -1.2326847}, {"" are"": -0.8223122}, {"" the"": -1.921237}, {"" same"": -2.783783}, {"" are"": -2.347129}, {"" page"": -2.001316}, {"" page"": -0.079296336}, {""?"": -0.5812659}, {""?"": -0.8838192}, {"" That"": -2.5338683}, {""'m"": -2.4520774}, {"" not"": -1.8775239}, {"" to"": -0.034491416}, {"" have"": -2.0150864}, {"" that"": -0.5437954}, {""."": -1.0202631}, {"" you"": -0.051962655}, {""."": -0.5798262}, {"" but"": -1.2472543}, {""?"": -0.04974918}], ""text_offset"": [0, 3, 4, 5, 9, 14, 19, 27, 33, 36, 40, 48, 50, 55, 60, 68, 69, 71, 73, 79, 82, 86, 89, 93, 97, 98, 101]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 27, ""total_tokens"": 27}}"
48,"{""id"": ""cmpl-64wmjDToszL5jNzUXVXN8hWTv5BX0"", ""object"": ""text_completion"", ""created"": 1666637301, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Thanks for the heads-up on that; I don't really have anything to add beyond what you'd said. By the way, I noticed you said you weren't an admin: would you like to be?"", ""index"": 0, ""logprobs"": {""tokens"": [""Thanks"", "" for"", "" the"", "" heads"", ""-"", ""up"", "" on"", "" that"", "";"", "" I"", "" don"", ""'t"", "" really"", "" have"", "" anything"", "" to"", "" add"", "" beyond"", "" what"", "" you"", ""'d"", "" said"", ""."", "" By"", "" the"", "" way"", "","", "" I"", "" noticed"", "" you"", "" said"", "" you"", "" weren"", ""'t"", "" an"", "" admin"", "":"", "" would"", "" you"", "" like"", "" to"", "" be"", ""?""], ""token_logprobs"": [null, -1.5531425, -1.6301204, -4.2062826, -1.9881546, -0.0028216285, -2.8624463, -2.1023903, -5.6064844, -0.6853054, -4.6854725, -0.057814818, -3.2033343, -2.330186, -3.6480072, -0.7474103, -0.7665911, -3.0372946, -0.97210836, -0.7249147, -6.8611164, -2.5675528, -1.2241112, -7.4377246, -0.7129149, -0.2069527, -0.038813278, -1.3112123, -3.2901907, -1.2457695, -3.7869117, -1.4242942, -5.1150985, -0.0006225366, -4.319616, -2.037684, -5.559226, -3.4453063, -0.07805426, -1.213264, -0.19888833, -0.25222063, -0.7332898], ""top_logprobs"": [null, {"","": -1.3293031}, {"" the"": -1.6301204}, {"" help"": -2.028029}, {"" up"": -0.1689122}, {""up"": -0.0028216285}, {""."": -1.1956357}, {"" the"": -1.2508183}, {""."": -1.242284}, {"" I"": -0.6853054}, {""'ll"": -1.2167802}, {""'t"": -0.057814818}, {"" know"": -1.2567823}, {"" know"": -1.5266161}, {"" a"": -1.3162836}, {"" to"": -0.7474103}, {"" add"": -0.7665911}, {"" to"": -1.1952351}, {"" what"": -0.97210836}, {"" you"": -0.7249147}, {""'ve"": -0.68565565}, {"" already"": -0.75055623}, {""."": -1.2241112}, {""\n"": -1.4272203}, {"" the"": -0.7129149}, {"" way"": -0.2069527}, {"","": -0.038813278}, {"" I"": -1.3112123}, {""'m"": -1.8290468}, {"" that"": -0.8354634}, {""'re"": -2.1749268}, {"" you"": -1.4242942}, {"" were"": -1.3513193}, {""'t"": -0.0006225366}, {"" sure"": -1.4262362}, {"" expert"": -1.6552978}, {"","": -1.404498}, {"" I"": -1.9523928}, {"" you"": -0.07805426}, {"" like"": -1.213264}, {"" to"": -0.19888833}, {"" be"": -0.25222063}, {""?"": -0.7332898}], ""text_offset"": [0, 6, 10, 14, 20, 21, 23, 26, 31, 32, 34, 38, 40, 47, 52, 61, 64, 68, 75, 80, 84, 86, 91, 92, 95, 99, 103, 104, 106, 114, 118, 123, 127, 133, 135, 138, 144, 145, 151, 155, 160, 163, 166]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 43, ""total_tokens"": 43}}"
